,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted,cut_n,clarity_n
43,0.3,5-Ideal,5-F,5-VS1,61.0,56.0,4.37,4.35,2.66,4,284.64552080706335,4,4
44,1.26,3-Very Good,5-F,8-IF,60.0,60.0,7.04,7.09,4.24,4,9850.08037484473,2,7
45,1.14,5-Ideal,1-J,5-VS1,61.6,56.0,6.71,6.73,4.14,0,7268.5410975050345,4,4
46,1.51,4-Premium,3-H,3-SI1,62.8,60.0,7.22,7.14,4.51,2,9302.189787741512,3,2
47,0.51,3-Very Good,6-E,2-SI2,62.0,57.0,5.09,5.13,3.17,5,505.8818843396334,2,1
48,0.32,5-Ideal,4-G,8-IF,61.0,57.0,4.44,4.48,2.72,3,1916.5639008675448,4,7
49,0.94,4-Premium,6-E,2-SI2,60.4,59.0,6.37,6.34,3.84,5,4215.845945548912,3,1
50,0.51,4-Premium,6-E,4-VS2,60.6,58.0,5.15,5.12,3.11,5,1581.3075671872994,3,3
51,1.12,5-Ideal,3-H,2-SI2,61.4,56.0,6.69,6.66,4.1,2,5650.7668764252885,4,1
52,1.33,4-Premium,4-G,2-SI2,60.3,58.0,7.19,7.16,4.33,3,7485.141764229358,3,1
53,0.32,4-Premium,3-H,4-VS2,61.7,59.0,4.35,4.4,2.7,2,-85.7737955300995,3,3
54,0.7,5-Ideal,6-E,4-VS2,62.6,57.0,5.63,5.68,3.54,5,3029.154465703349,4,3
55,1.35,5-Ideal,3-H,7-VVS1,61.9,57.0,7.06,7.09,4.38,2,9980.323442426521,4,6
56,0.23,2-Good,5-F,4-VS2,63.8,57.0,3.93,3.84,2.48,4,-987.1083277178052,1,3
57,0.9,3-Very Good,5-F,1-I1,61.9,59.0,6.16,6.18,3.82,4,3286.9694180288084,2,0
58,1.03,5-Ideal,7-D,3-SI1,61.3,56.0,6.48,6.54,3.99,6,5393.226378016907,4,2
59,1.02,2-Good,6-E,2-SI2,62.8,64.0,6.36,6.32,3.98,5,4715.2901381268075,1,1
60,0.55,5-Ideal,3-H,6-VVS2,61.7,57.0,5.28,5.26,3.25,2,2814.518312949154,4,5
61,0.34,5-Ideal,6-E,8-IF,61.7,56.0,4.46,4.48,2.76,5,2034.3528695216519,4,7
62,0.71,4-Premium,7-D,6-VVS2,60.0,58.0,5.92,5.84,3.53,6,4273.091864978744,3,5
63,0.55,2-Good,4-G,3-SI1,63.6,61.0,5.22,5.16,3.3,3,1215.5239476583874,1,2
64,0.54,5-Ideal,4-G,4-VS2,61.5,55.0,5.24,5.27,3.23,3,1768.599139404011,4,3
65,1.23,5-Ideal,3-H,8-IF,61.3,57.0,6.87,6.92,4.23,2,9507.203053839965,4,7
66,0.27,4-Premium,6-E,7-VVS1,60.6,58.0,4.18,4.2,2.54,5,1038.4101211210618,3,6
67,0.53,5-Ideal,7-D,4-VS2,61.4,56.0,5.18,5.21,3.19,6,1692.0244563510423,4,3
68,1.25,5-Ideal,4-G,2-SI2,61.1,55.0,6.95,6.99,4.26,3,6759.391027959746,4,1
69,0.34,5-Ideal,6-E,6-VVS2,62.3,57.0,4.48,4.44,2.78,5,1015.503822596916,4,5
70,0.36,4-Premium,2-I,4-VS2,62.7,59.0,4.54,4.58,2.86,1,178.0924597395806,3,3
71,0.34,5-Ideal,4-G,3-SI1,61.2,57.0,4.56,4.53,2.78,3,-371.3281579828681,4,2
72,1.12,2-Good,6-E,3-SI1,64.3,57.0,6.56,6.5,4.2,5,5933.884856195942,1,2
73,0.3,5-Ideal,3-H,5-VS1,61.6,55.0,4.27,4.3,2.64,2,242.213043864866,4,4
74,0.36,5-Ideal,7-D,3-SI1,62.0,56.0,4.61,4.55,2.84,6,-260.61126881912696,4,2
75,0.71,5-Ideal,5-F,7-VVS1,61.1,54.0,5.78,5.84,3.55,4,4683.507275575987,4,6
76,0.32,4-Premium,4-G,4-VS2,62.6,60.0,4.33,4.36,2.72,3,-149.42251094339417,3,3
77,0.5,4-Premium,6-E,4-VS2,61.3,60.0,5.11,5.07,3.12,5,1448.1562482114023,3,3
78,0.51,3-Very Good,6-E,3-SI1,63.3,59.0,5.09,5.05,3.21,5,902.1531359561441,2,2
79,0.58,5-Ideal,1-J,5-VS1,61.9,58.0,5.31,5.35,3.3,0,2563.106156607157,4,4
80,0.3,5-Ideal,5-F,8-IF,62.5,54.0,4.31,4.33,2.7,4,1643.189183425382,4,7
81,0.39,5-Ideal,4-G,7-VVS1,62.3,57.0,4.7,4.64,2.91,3,1921.9459203048632,4,6
82,0.31,5-Ideal,5-F,4-VS2,61.8,56.0,4.37,4.33,2.69,4,-176.4926375638006,4,3
83,0.9,3-Very Good,3-H,5-VS1,60.5,63.0,6.13,6.16,3.72,2,5338.811670859015,2,4
84,0.81,4-Premium,4-G,2-SI2,61.7,57.0,5.99,5.94,3.68,3,3036.500999110793,3,1
85,0.7,4-Premium,6-E,2-SI2,61.1,61.0,5.74,5.69,3.49,5,2158.819088076301,3,1
86,0.38,3-Very Good,1-J,4-VS2,60.5,60.0,4.64,4.68,2.82,0,500.97173361430623,2,3
87,0.71,3-Very Good,4-G,3-SI1,60.0,59.0,5.76,5.8,3.47,3,2808.4670100049334,2,2
88,0.71,3-Very Good,7-D,4-VS2,63.1,58.0,5.67,5.7,3.59,6,3077.4408307948534,2,3
89,0.9,3-Very Good,3-H,5-VS1,62.1,59.0,6.09,6.14,3.8,2,5225.658399013157,2,4
90,0.74,3-Very Good,5-F,2-SI2,63.2,58.0,5.75,5.71,3.62,4,2344.892468951954,2,1
91,1.5,4-Premium,3-H,4-VS2,62.4,59.0,7.32,7.29,4.56,2,9735.039628150911,3,3
92,1.5,3-Very Good,5-F,3-SI1,63.0,55.0,7.27,7.31,4.59,4,9204.398866217443,2,2
93,0.42,5-Ideal,5-F,5-VS1,61.0,57.0,4.87,4.84,2.96,4,1288.4066713270877,4,4
94,1.01,4-Premium,4-G,4-VS2,61.6,58.0,6.45,6.4,3.96,3,5692.924899450407,3,3
95,2.48,4-Premium,2-I,2-SI2,63.0,62.0,8.62,8.58,5.42,1,16913.573310473035,3,1
96,1.02,5-Ideal,5-F,6-VVS2,61.1,56.3,6.48,6.52,3.97,4,6788.348629428112,4,5
97,0.4,5-Ideal,7-D,4-VS2,61.3,57.0,4.77,4.75,2.92,6,611.6886227780487,4,3
98,0.7,5-Ideal,5-F,3-SI1,61.3,57.0,5.76,5.79,3.54,4,2632.883214086839,4,2
99,1.01,2-Good,6-E,4-VS2,62.5,58.0,6.32,6.36,3.96,5,5629.276184037113,1,3
100,1.13,3-Very Good,2-I,4-VS2,60.7,58.0,6.72,6.75,4.09,1,6760.3347653837245,2,3
101,1.09,5-Ideal,2-I,4-VS2,61.9,56.0,6.62,6.67,4.09,1,6340.882761325993,4,3
102,0.7,3-Very Good,6-E,4-VS2,62.7,58.0,5.65,5.67,3.55,5,3022.082386212983,2,3
103,1.0,4-Premium,5-F,3-SI1,60.8,59.0,6.44,6.38,3.9,4,5177.6464878387305,3,2
104,1.52,5-Ideal,3-H,4-VS2,61.8,54.0,7.42,7.43,4.59,2,9944.765630179778,4,3
105,0.41,5-Ideal,4-G,6-VVS2,62.2,56.0,4.75,4.8,2.97,3,1608.1032398906286,4,5
106,0.43,3-Very Good,1-J,4-VS2,60.9,59.0,4.86,4.9,2.97,0,890.9172283695193,2,3
107,0.31,3-Very Good,6-E,2-SI2,60.8,61.0,4.39,4.43,2.68,5,-1082.1884126426799,2,1
108,0.33,5-Ideal,4-G,4-VS2,62.2,56.0,4.47,4.44,2.77,3,-37.4874304385944,4,3
109,0.7,4-Premium,6-E,4-VS2,61.0,59.0,5.74,5.7,3.49,5,3142.3077375492076,3,3
110,0.33,5-Ideal,4-G,6-VVS2,62.5,54.0,4.41,4.45,2.77,3,917.7129010728477,4,5
111,1.16,4-Premium,3-H,2-SI2,62.6,57.0,6.75,6.67,4.2,2,5900.4889727142345,3,1
112,0.51,5-Ideal,6-E,4-VS2,61.8,57.0,5.15,5.14,3.18,5,1496.4426133029065,4,3
113,1.13,2-Good,4-G,1-I1,63.4,58.0,6.58,6.61,4.18,3,5104.763764170028,1,0
114,0.52,4-Premium,6-E,4-VS2,62.5,60.0,5.1,5.14,3.2,5,1530.5848194136797,3,3
115,0.23,3-Very Good,5-F,6-VVS2,61.4,56.0,3.94,3.97,2.43,4,159.0381500335218,2,5
116,0.5,1-Fair,5-F,3-SI1,64.7,60.0,4.99,4.84,3.18,4,719.4972605476833,0,2
117,1.08,3-Very Good,7-D,5-VS1,60.5,58.0,6.53,6.63,3.98,6,6844.453396639052,2,4
118,0.3,4-Premium,4-G,5-VS1,62.2,59.0,4.31,4.28,2.67,3,199.78056692266955,3,4
119,0.48,5-Ideal,1-J,5-VS1,62.2,54.0,5.01,5.06,3.13,0,1705.4222927027058,4,4
120,1.51,5-Ideal,1-J,5-VS1,61.6,58.0,7.35,7.43,4.55,0,10363.471311608444,4,4
121,1.03,4-Premium,5-F,2-SI2,62.4,59.0,6.45,6.38,4.0,4,4827.225218631609,3,1
122,0.31,3-Very Good,4-G,6-VVS2,63.4,59.0,4.29,4.26,2.71,3,686.7706605728813,2,5
123,0.4,5-Ideal,4-G,8-IF,62.3,55.0,4.74,4.76,2.96,3,2493.8009678394683,4,7
124,1.03,5-Ideal,6-E,4-VS2,61.7,56.0,6.45,6.54,4.01,5,5853.146345046711,4,3
125,1.16,4-Premium,1-J,3-SI1,62.5,58.0,6.73,6.67,4.19,0,6395.76933719587,3,2
126,1.04,3-Very Good,1-J,2-SI2,62.8,57.0,6.44,6.5,4.06,0,4882.58366321348,2,1
127,0.71,4-Premium,6-E,4-VS2,61.5,60.0,5.76,5.68,3.52,5,3190.5941026407118,3,3
128,0.29,3-Very Good,3-H,6-VVS2,61.2,56.0,4.26,4.29,2.61,2,675.0628842742653,2,5
129,1.09,5-Ideal,4-G,2-SI2,61.2,57.0,6.68,6.63,4.07,3,5413.970747776015,4,1
130,0.74,5-Ideal,5-F,5-VS1,62.3,56.0,5.76,5.79,3.6,4,3873.16603933906,4,4
131,0.42,5-Ideal,7-D,4-VS2,62.4,55.0,4.82,4.8,3.0,6,701.1892734706921,4,3
132,0.54,5-Ideal,2-I,3-SI1,62.0,55.0,5.21,5.25,3.24,1,1245.0304569609098,4,2
133,0.51,5-Ideal,6-E,4-VS2,62.6,55.0,5.08,5.11,3.19,5,1439.8659773799773,4,3
134,1.01,4-Premium,5-F,2-SI2,58.8,61.0,6.53,6.46,3.82,4,4914.526555198119,3,1
135,1.0,4-Premium,3-H,4-VS2,59.4,61.0,6.51,6.46,3.85,2,5764.863885695126,3,3
136,1.02,4-Premium,3-H,4-VS2,61.0,60.0,6.5,6.46,3.95,2,5819.004138935939,3,3
137,0.73,2-Good,6-E,5-VS1,60.8,61.0,5.77,5.8,3.52,5,3895.600469151215,1,4
138,1.01,4-Premium,3-H,2-SI2,60.3,59.0,6.51,6.45,3.91,2,4808.445362842627,3,1
139,0.33,2-Good,7-D,3-SI1,63.1,55.0,4.38,4.4,2.77,6,-589.3444308431604,1,2
140,1.22,5-Ideal,5-F,5-VS1,62.3,57.0,6.79,6.83,4.24,4,7888.210641419157,4,4
141,0.31,5-Ideal,7-D,5-VS1,62.0,54.0,4.35,4.36,2.7,6,297.57148844673657,4,4
142,1.07,4-Premium,4-G,3-SI1,60.5,62.0,6.69,6.6,4.02,3,5784.390064113175,3,2
143,1.01,3-Very Good,6-E,6-VVS2,60.2,60.0,6.46,6.5,3.9,5,6768.350582298073,2,5
144,0.23,3-Very Good,5-F,8-IF,59.5,58.0,4.0,4.03,2.39,4,1269.8242303330187,2,7
145,0.35,3-Very Good,7-D,5-VS1,60.9,58.0,4.54,4.56,2.77,6,709.9514130141065,2,4
146,0.55,5-Ideal,5-F,6-VVS2,60.7,56.0,5.31,5.34,3.23,4,2885.239107852816,4,5
147,0.9,5-Ideal,4-G,3-SI1,61.9,59.0,6.16,6.19,3.82,3,4263.385988011349,4,2
148,0.72,5-Ideal,4-G,7-VVS1,62.2,57.0,5.72,5.75,3.57,3,4689.361163725294,4,6
149,0.83,3-Very Good,6-E,3-SI1,63.5,58.0,5.93,5.98,3.78,5,3564.705378362143,2,2
150,1.04,5-Ideal,3-H,3-SI1,61.9,57.0,6.49,6.46,4.01,2,5434.440663618045,4,2
151,0.71,3-Very Good,6-E,4-VS2,59.9,59.0,5.77,5.81,3.47,5,3303.74737448657,2,3
152,0.43,5-Ideal,5-F,3-SI1,61.3,56.0,4.9,4.86,2.99,4,374.42062541678433,4,2
153,0.33,5-Ideal,6-E,4-VS2,61.3,55.0,4.46,4.48,2.74,5,26.161284974701175,4,3
154,1.72,1-Fair,7-D,2-SI2,64.6,58.0,7.53,7.46,4.84,6,10443.266085333693,0,1
155,1.13,5-Ideal,4-G,3-SI1,61.8,55.0,6.71,6.75,4.16,3,6194.333605998427,4,2
156,0.52,5-Ideal,7-D,3-SI1,62.4,56.0,5.12,5.17,3.21,6,1049.4486139127757,4,2
157,0.3,3-Very Good,4-G,5-VS1,62.5,55.0,4.25,4.32,2.68,3,178.56432845157133,2,4
158,1.53,4-Premium,4-G,5-VS1,61.0,60.0,7.43,7.4,4.52,3,10573.197313637313,3,4
159,2.02,1-Fair,3-H,2-SI2,56.5,61.0,8.33,8.37,4.72,2,13525.507400353412,0,1
160,0.33,4-Premium,3-H,5-VS1,61.0,59.0,4.5,4.45,2.73,2,535.5858084370693,3,4
161,0.7,3-Very Good,4-G,1-I1,61.5,63.0,5.73,5.65,3.5,3,1642.322485123566,2,0
162,1.26,4-Premium,2-I,3-SI1,60.5,62.0,6.97,6.92,4.2,1,7373.678552436548,3,2
163,0.3,4-Premium,7-D,4-VS2,62.5,59.0,4.28,4.23,2.66,6,-309.6439565396986,3,3
164,0.59,3-Very Good,3-H,5-VS1,62.1,55.0,5.37,5.41,3.35,2,2632.6087601697614,2,4
165,0.82,5-Ideal,6-E,3-SI1,62.1,55.0,5.98,6.0,3.72,5,3580.0677286839336,4,2
166,0.39,3-Very Good,4-G,6-VVS2,60.7,61.0,4.7,4.73,2.86,3,1546.8909071594503,2,5
167,0.31,5-Ideal,3-H,8-IF,62.1,54.0,4.33,4.37,2.7,2,1755.1242639301818,4,7
168,1.26,5-Ideal,2-I,2-SI2,62.0,56.0,7.0,6.94,4.32,1,6779.389075089786,4,1
169,1.51,3-Very Good,5-F,2-SI2,62.7,60.0,7.25,7.32,4.57,4,8821.053582240607,2,1
170,0.56,5-Ideal,4-G,5-VS1,60.6,56.0,5.33,5.36,3.24,3,2487.749664895247,4,4
171,0.31,5-Ideal,4-G,7-VVS1,62.5,55.0,4.34,4.33,2.71,3,1238.6276609774472,4,6
172,0.56,5-Ideal,3-H,6-VVS2,60.9,57.0,5.38,5.33,3.26,2,2954.74171141542,4,5
173,0.96,4-Premium,6-E,2-SI2,58.2,58.0,6.52,6.47,3.78,5,4538.725219423637,3,1
174,0.52,3-Very Good,6-E,3-SI1,62.7,57.0,5.1,5.14,3.21,5,1028.2323754416766,2,2
175,1.02,3-Very Good,3-H,3-SI1,63.5,55.0,6.31,6.35,4.02,2,5153.993866685516,2,2
176,1.06,2-Good,2-I,5-VS1,57.5,62.0,6.71,6.83,3.9,1,6889.3222562633655,1,4
177,1.21,5-Ideal,3-H,3-SI1,62.1,59.0,6.81,6.75,4.21,2,6842.291467874013,4,2
178,2.02,1-Fair,3-H,4-VS2,64.5,57.0,8.0,7.95,5.14,2,13936.15761110666,0,3
179,1.52,5-Ideal,4-G,4-VS2,62.1,56.0,7.39,7.34,4.57,3,9923.549391708679,4,3
180,2.03,3-Very Good,2-I,2-SI2,62.8,59.0,8.04,8.08,5.06,1,13163.613155003679,2,1
181,0.28,2-Good,5-F,6-VVS2,61.2,62.0,4.16,4.21,2.56,4,591.4161217309306,1,5
182,0.7,1-Fair,4-G,5-VS1,65.8,61.0,5.61,5.46,3.64,3,3291.056207002903,0,4
183,0.7,5-Ideal,4-G,7-VVS1,62.3,57.0,5.61,5.65,3.51,3,4514.995559148259,4,6
184,2.32,1-Fair,3-H,1-I1,70.5,55.0,7.93,7.9,5.58,2,14556.61086301094,0,0
185,0.58,5-Ideal,1-J,4-VS2,60.9,57.0,5.38,5.4,3.28,0,2145.618666519549,4,3
186,0.54,5-Ideal,7-D,5-VS1,61.6,54.0,5.24,5.25,3.23,6,2249.7353449049147,4,4
187,1.2,3-Very Good,2-I,3-SI1,62.9,54.0,6.75,6.77,4.25,1,6702.068069407749,2,2
188,0.52,3-Very Good,5-F,4-VS2,62.4,57.0,5.12,5.13,3.2,4,1537.656898904046,2,3
189,1.57,4-Premium,5-F,2-SI2,60.2,60.0,7.49,7.43,4.49,4,9499.73614475977,3,1
190,0.7,4-Premium,2-I,1-I1,62.3,58.0,5.69,5.55,3.51,1,1585.7458492006376,3,0
191,1.57,3-Very Good,3-H,3-SI1,62.0,60.0,7.4,7.44,4.6,2,9860.64699892445,2,2
192,1.02,3-Very Good,7-D,4-VS2,63.2,58.0,6.4,6.36,4.03,6,5663.418390147885,2,3
193,1.5,4-Premium,5-F,4-VS2,62.4,57.0,7.38,7.29,4.58,4,9735.039628150911,3,3
194,0.7,3-Very Good,6-E,5-VS1,62.7,60.0,5.59,5.64,3.52,5,3510.2906712042527,2,4
195,0.42,4-Premium,5-F,3-SI1,60.6,58.0,4.89,4.81,2.94,4,340.2784193060111,3,2
196,2.01,4-Premium,3-H,3-SI1,60.0,60.0,8.16,8.13,4.89,2,13682.546140638528,3,2
197,0.31,4-Premium,4-G,5-VS1,62.2,58.0,4.38,4.34,2.71,3,283.4273294660047,3,4
198,0.44,5-Ideal,6-E,6-VVS2,61.9,56.0,4.91,4.88,3.03,5,1880.2597659917333,4,5
199,0.7,5-Ideal,7-D,6-VVS2,61.7,55.0,5.73,5.75,3.54,6,4069.219751099184,4,5
200,1.2,4-Premium,1-J,3-SI1,60.0,61.0,6.89,6.84,4.12,0,6907.158374628367,3,2
201,1.05,5-Ideal,4-G,5-VS1,62.2,57.0,6.49,6.51,4.04,3,6473.287757672821,4,4
202,0.7,5-Ideal,5-F,1-I1,62.1,57.0,5.67,5.64,3.52,4,1599.8900081813695,4,0
203,0.53,4-Premium,5-F,3-SI1,60.9,59.0,5.21,5.23,3.18,4,1239.176568811603,3,2
204,1.09,4-Premium,3-H,2-SI2,61.2,62.0,6.63,6.58,4.04,2,5413.970747776015,3,1
205,0.92,4-Premium,6-E,2-SI2,61.8,59.0,6.19,6.11,3.8,5,3949.5433075971164,3,1
206,0.71,4-Premium,5-F,4-VS2,58.0,62.0,5.85,5.81,3.38,4,3438.116884803526,3,3
207,0.57,2-Good,5-F,2-SI2,61.9,57.7,5.32,5.34,3.3,4,1014.8345390900117,1,1
208,0.71,3-Very Good,4-G,4-VS2,63.5,59.0,5.67,5.63,3.59,3,3049.1525128333897,2,3
209,0.89,4-Premium,4-G,3-SI1,61.1,58.0,6.24,6.17,3.79,3,4236.315861390944,3,2
210,1.06,5-Ideal,4-G,3-SI1,62.9,56.0,6.52,6.49,4.09,3,5531.013393801055,4,2
211,0.86,4-Premium,3-H,2-SI2,61.0,58.0,6.15,6.12,3.74,2,3504.2393682600327,3,1
212,1.1,4-Premium,4-G,4-VS2,60.2,58.0,6.75,6.71,4.05,3,6544.75487520555,3,3
213,0.7,5-Ideal,6-E,3-SI1,62.5,57.0,5.7,5.72,3.57,5,2548.018260202445,4,2
214,1.04,4-Premium,4-G,5-VS1,61.5,61.0,6.56,6.51,4.02,3,6439.145551562049,3,4
215,0.93,4-Premium,6-E,1-I1,62.3,60.0,6.23,6.2,3.87,5,3509.621387697351,3,0
216,1.1,4-Premium,5-F,1-I1,59.8,61.0,6.7,6.65,3.99,4,5108.418338193205,3,0
217,2.12,4-Premium,3-H,2-SI2,62.3,58.0,8.25,8.16,5.12,2,13951.79441534553,3,1
218,0.33,5-Ideal,5-F,7-VVS1,62.4,55.0,4.44,4.47,2.78,4,1412.9932655544844,4,6
219,0.9,1-Fair,2-I,4-VS2,65.8,55.0,6.05,6.01,3.97,1,4475.78317287834,0,3
220,0.71,5-Ideal,6-E,5-VS1,62.0,57.0,5.72,5.66,3.53,5,3643.4419901801507,4,4
221,1.75,5-Ideal,4-G,4-VS2,62.1,57.0,7.73,7.69,4.79,3,11847.424930205392,4,3
222,0.81,5-Ideal,3-H,3-SI1,61.4,56.0,6.0,6.05,3.7,2,3545.925522573162,4,2
223,0.75,2-Good,2-I,7-VVS1,63.9,61.0,5.7,5.67,3.63,1,4820.076100019078,1,6
224,0.4,5-Ideal,4-G,4-VS2,62.6,56.0,4.69,4.74,2.95,3,519.7515894032886,4,3
225,0.34,5-Ideal,4-G,4-VS2,62.1,55.0,4.49,4.46,2.78,3,53.2314115951076,4,3
226,0.35,4-Premium,5-F,4-VS2,61.8,58.0,4.48,4.52,2.78,4,158.094412609541,3,3
227,1.29,3-Very Good,2-I,4-VS2,62.8,58.0,6.89,6.93,4.34,1,7950.169296779404,2,3
228,1.7,4-Premium,4-G,3-SI1,61.7,58.0,7.69,7.6,4.72,3,10969.27115045891,3,2
229,1.01,4-Premium,5-F,3-SI1,62.7,54.0,6.42,6.37,4.01,4,5126.923740065109,3,2
230,0.47,2-Good,7-D,3-SI1,63.8,59.0,4.9,4.88,3.12,6,532.2056883309724,1,2
231,0.71,4-Premium,6-E,3-SI1,59.2,59.0,5.86,5.83,3.46,5,2865.0436459278626,3,2
232,1.01,5-Ideal,4-G,5-VS1,61.3,56.0,6.49,6.44,3.96,3,6202.3494229127755,4,4
233,0.92,2-Good,1-J,2-SI2,59.0,63.0,6.3,6.35,3.73,0,4147.561533327367,1,1
234,0.31,5-Ideal,5-F,7-VVS1,61.6,55.0,4.36,4.41,2.7,4,1302.276376390742,4,6
235,0.3,5-Ideal,4-G,7-VVS1,61.3,56.0,4.3,4.34,2.65,3,1239.8458523185059,4,6
236,0.7,3-Very Good,4-G,3-SI1,62.1,58.0,5.66,5.7,3.53,3,2576.3065781639098,2,2
237,1.01,4-Premium,3-H,8-IF,62.1,59.0,6.47,6.41,4.0,2,7610.397641963658,3,7
238,1.5,3-Very Good,3-H,2-SI2,62.5,60.0,7.25,7.32,4.55,2,8751.550978678004,2,1
239,0.9,3-Very Good,7-D,5-VS1,62.2,58.0,6.14,6.18,3.83,6,5218.58631952279,2,4
240,0.23,2-Good,5-F,6-VVS2,62.8,61.0,3.92,3.95,2.47,4,60.029037168396144,1,5
241,0.25,2-Good,6-E,6-VVS2,58.0,65.0,4.13,4.18,2.41,5,566.7823777926401,1,5
242,0.35,5-Ideal,5-F,6-VVS2,62.1,56.0,4.56,4.52,2.82,4,1113.294744120983,4,5
243,0.73,3-Very Good,7-D,2-SI2,60.4,59.0,5.8,5.86,3.52,6,2459.263932138869,2,1
