,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1823.2699661720308
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,542.8485481678531
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,10771.11141991864
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,16073.592609964198
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,437.0852316316823
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,2973.0596680966287
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,6639.027780258513
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,348.16731414351716
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2287.764916232759
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3900.4869325991367
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,978.0705608448648
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,522.35278398749
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,7922.789021772166
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,10774.663283001822
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2070.83640331554
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,418.99789296810695
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1868.8763484436645
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,5255.309525198827
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1825.4891028152615
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,6041.951475527365
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,6477.253085422126
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,7603.349438450246
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,15669.316938108948
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,10580.392876227483
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,16013.281239390437
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,497.3297132368093
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2782.861654211011
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3263.8154754497978
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,19024.432744893777
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,2211.6972012590204
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1878.1093066490089
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,7605.958107549177
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1772.025078366829
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,11220.636415091016
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,2899.487915080525
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,11317.688800070388
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,5816.6219880907665
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,9114.606691124134
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3284.965771371288
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,903.4444035462257
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,15760.942919865081
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,333.7752983642945
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1101.897542187177
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3081.0980337366095
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,7538.201451590823
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6202.220512545389
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,3082.206853636721
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1860.4990477817214
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,5190.499463105346
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,4518.240747590524
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,3216.2659214286837
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,2111.816094747547
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,3100.6159753667002
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,4569.1694449775305
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,6155.2033143588
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,4398.66984015233
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6494.228599599842
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,3068.5143273506187
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,5923.327627290795
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,5048.900231432169
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,6604.307153095208
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,16684.194315560795
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,531.8596778276046
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,4679.569770639563
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3102.657660065092
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,11443.489124168656
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,3379.248518207729
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,2712.102274643032
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,1027.3731373212427
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,539.9180851027832
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,790.4481061346382
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,8543.392443099001
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,10907.80287763599
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,5680.610290683742
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1391.5311958685083
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,3116.1742312493593
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5683.207133753691
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,3877.605890213027
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,510.94564689090794
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,488.5856608567324
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,3191.1103346856858
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,5631.8959934022005
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,10673.184450764971
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,4913.488650148701
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,49.35088600067047
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,336.87095076629294
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,534.1589114053509
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,3390.5078804799055
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,945.5462486500714
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,331.76674538891666
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,5584.7794218460385
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1635.925764706219
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,12707.998878973236
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1503.851666744673
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3168.5397649836545
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1860.8208308481226
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,5272.693820715387
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,480.8510550071992
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,5868.566365389088
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7953.1060233527105
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,5965.462604117651
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5778.311109179935
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,4323.5725312909335
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,2042.0958326660807
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3997.171489697091
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,223.1637308248828
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,3639.5927516045076
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,7584.552281107575
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,10825.175560490623
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,6495.351079753935
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,3151.7811631607665
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1565.9002549411784
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1368.6900064065585
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1001.8839414828581
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,841.6480361878444
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,2198.8697903818984
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,3137.7338575778404
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,10592.73288902208
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,8818.634091900847
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5553.053541924088
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,974.6557419692268
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,893.5474557341745
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,598.852621005522
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,289.1929940986429
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5686.278724871368
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,873.9617647147857
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,853.5653739039903
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1472.6136372945657
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,433.29963051877485
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,12899.949267992031
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6557.468391133849
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5836.219516038871
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,11318.886664154095
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,932.7761465686863
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,19845.287932390915
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,5499.929149887017
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,393.09786987972666
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,16236.412884978103
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,3223.4903157589165
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,5784.675647704307
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,8920.164306648188
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,629.0584231875173
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,10444.868587802723
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,294.12834427197595
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5541.502515195529
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1180.7698986085688
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,5862.727616273376
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,11279.760228967581
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5883.369208418309
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,21022.864067171868
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3171.5577644895734
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5161.398165152907
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,499.01647224604767
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,8201.793117325047
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,18331.670530630887
