,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
48,0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,461.6346971728676
49,0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,4598.375697239066
50,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1502.8351219077963
51,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,6110.5482241842965
52,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,7856.933949337936
53,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,576.247248545546
54,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,2904.6306984339817
55,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,8225.072330675986
56,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,-51.70794415667433
57,0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,4405.357240031076
58,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,5501.394486696655
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,5354.910859322416
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,1703.5876986445467
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,600.6107166399183
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,2602.1740133258745
63,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,1817.953243704866
64,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,1910.4230351759475
65,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,7197.580172195238
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,288.3218647869253
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,1699.4555851200384
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,7312.395036453694
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,473.40648254192956
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,673.3753209021038
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,420.21098699462027
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,6055.764714837738
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,513.3753672019934
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,557.3840128485067
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,4186.838565905802
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,540.1546618530742
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1393.5446542759782
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1577.1782184266358
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,2281.5617944620526
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,557.0428042373549
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,1245.3290152803652
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,325.9191873582017
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,4566.531740472256
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,3569.508872203321
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2729.166894793162
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,870.7031542965519
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2982.183079887004
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,2898.0037341438374
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,4531.759656262649
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,3043.368708978287
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,9449.380220123392
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,9555.488540910752
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,872.3494568003412
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,5172.335108198411
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,18716.360151724526
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,5380.455720830924
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,786.5689328806038
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2766.2184879106035
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5411.102273704684
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,6299.962292229142
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,5946.775459945719
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2832.587091674023
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,5122.779697851207
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,9618.994215661984
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,959.6187061199707
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,1085.5631839958905
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,435.87894597636705
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,391.7671118916205
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,2743.5033169335757
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,542.7710051403064
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,6332.978139722472
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1446.4484397711135
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,6308.780899931577
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1652.6039206129121
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,172.64443640125728
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1264.2337217622944
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,6111.527304712655
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,298.6386261795069
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,1361.698702895616
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,9710.476398870309
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,5328.19410708739
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,383.4848053527653
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,820.6336469080052
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,5545.425500417218
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,6390.6853243420155
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,5566.669562541487
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,2749.3892096181053
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,434.4671046671733
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,5777.0650221093665
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3159.58489608379
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,880.2878838284337
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1940.761331550792
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1550.73319539274
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,5246.249399064878
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,5138.782496598798
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,5273.184086119262
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3131.7856502886443
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,5168.106552376141
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,539.4226299923757
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,7122.055663407287
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,402.3329165654145
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,5538.897361583726
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,5365.829583251891
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,170.60094180261194
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,637.4960814538813
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,1774.2480620472936
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,4419.693662171489
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,2996.6676508410587
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3875.1457095423334
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,5456.191119306872
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,2973.7415901760387
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,912.8031261951464
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,508.3447950550144
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,11439.035297167917
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,6367.083028365316
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1637.9060024146079
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,542.8485481678531
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,10771.11141991864
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,14564.29239739098
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,386.37524214504447
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,2682.4477571661
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,6639.027780258513
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,307.44161194836215
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2058.3937885943783
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3746.2685166485057
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,873.680993641673
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,462.2251624085843
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,7170.483844412487
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,9756.252152005978
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,1861.7823651270546
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,369.9502010787651
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1680.5808176153432
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,4749.125959631433
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1640.4525596961253
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,5463.204241333407
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5852.326934693447
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6881.693901913104
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,14203.476600084068
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,9582.602873785972
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,14512.517971256699
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,440.4800322149972
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2513.2716258797727
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,2943.6313384658597
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,17253.63929455733
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,1989.7703376016186
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1688.0970023247478
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,6881.860130216579
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1592.7116747697405
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,10163.905658962583
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,2618.043822250692
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10249.578317680753
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,5260.38809589462
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,9288.410027181544
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,2962.6993791114173
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,808.0870885099171
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,15760.942919865081
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,293.1749758136616
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,986.6612583759234
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,2777.2065349030863
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,6821.2920111984
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,5607.987790677054
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,2780.476084300385
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1860.4990477817214
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,5855.726553414553
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,4494.108558164571
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2900.88054361609
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1899.5479106153573
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,2797.6487791609425
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,4128.682962411515
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5566.793049676635
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,3973.052932700361
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,5873.18238152507
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2766.076921285622
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,5356.2764861324995
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,4563.533827023744
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,3282.781046934813
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,15125.082824766616
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,490.9587529502087
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,4229.92468025741
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3102.657660065092
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,11443.489124168656
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,3680.1288820629156
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,3204.3298621752197
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,918.0017228008601
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,479.30141497137674
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,704.6665030837125
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,8543.392443099001
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,11187.97766167613
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,5136.902772747375
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1249.7828522316495
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2809.5645887112414
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5138.569149354549
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,4672.685185586835
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,451.23711541610146
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,431.7377927069392
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,3191.1103346856858
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,5092.510262968921
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,9663.986230421073
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,4913.488650148701
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,140.92197215604074
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,298.36898484426774
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,534.1589114053509
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,3390.5078804799055
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,843.9146214422581
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,291.7219464507343
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,5050.16124778911
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1492.6645147153044
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,11512.509729168567
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1350.620795794032
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,2856.5283174497063
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1672.6937085577924
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,5210.471189489526
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,425.1108284167917
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,5305.449896659422
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7196.203511026689
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,5392.678862366978
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5665.694975296601
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,4288.637990242701
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1836.3163293691769
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3607.292497181461
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,265.89441463496587
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,3283.5015012946433
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6862.908994517509
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,9801.289291092286
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,6495.351079753935
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2935.9916666213094
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1716.9988157834014
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1244.0385261721012
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,894.994841771655
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,750.7861357301426
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1977.2574806269374
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2832.034705634164
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,10592.73288902208
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7981.247746643643
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5365.854244930382
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,926.7800468912201
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,796.7732414965062
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,532.0480119079525
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,316.68491952573913
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,6212.717704588007
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,779.4589800109707
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,762.3379916662952
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1472.6136372945657
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,385.0884410855929
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11686.165589577227
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,7326.6977571706975
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5276.487336939972
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,10251.509748048058
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,811.1096636369189
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,17991.572115564886
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,5379.521376084447
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,666.1437153177649
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,14714.57742315629
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,3223.4903157589165
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,5228.627805593587
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,9829.202984277661
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,558.1135526464632
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9461.884037353153
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,254.56494568798007
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5010.484734582225
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1026.0414739555258
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,5304.614377369598
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,10215.67079221191
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5319.126067558405
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,19061.601974791192
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2860.096622030548
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4665.175583066091
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,440.90027992013574
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,7422.134402696247
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,16619.22913246899
