,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted,cut_n,clarity_n
25,0.38,4-Premium,6-E,5-VS1,60.2,58.0,4.66,4.71,2.82,5,997.9683606306721,3,4
26,0.55,5-Ideal,5-F,6-VVS2,62.3,54.0,5.29,5.27,3.29,4,2694.097276288246,4,5
27,0.65,4-Premium,4-G,3-SI1,61.9,58.0,5.54,5.51,3.42,3,2094.2073540491842,3,2
28,0.41,4-Premium,7-D,6-VVS2,62.2,58.0,4.8,4.78,2.98,6,1641.1592429145908,3,5
29,0.7,3-Very Good,2-I,1-I1,63.2,59.0,5.62,5.59,3.54,1,1552.5298787640709,2,0
30,1.03,3-Very Good,2-I,5-VS1,62.9,53.0,6.45,6.5,4.07,1,6167.096292106777,2,4
31,0.34,5-Ideal,5-F,6-VVS2,61.3,56.0,4.52,4.56,2.78,4,1153.1168303711438,4,5
32,0.73,5-Ideal,2-I,7-VVS1,61.7,53.0,5.8,5.84,3.59,1,4620.649819855733,4,6
33,0.83,5-Ideal,7-D,2-SI2,62.1,56.0,6.0,6.04,3.74,6,3080.706583339536,4,1
34,0.51,3-Very Good,4-G,3-SI1,63.0,53.0,5.1,5.13,3.22,3,980.520053495186,2,2
35,1.06,5-Ideal,6-E,4-VS2,61.3,57.0,6.54,6.57,4.02,5,5968.210508486985,4,3
36,0.41,5-Ideal,7-D,5-VS1,61.8,57.0,4.75,4.8,2.95,6,1203.768628756803,4,4
37,1.03,5-Ideal,5-F,4-VS2,60.4,56.0,6.59,6.56,3.97,4,5665.714595340316,4,3
38,0.32,5-Ideal,7-D,3-SI1,61.3,55.0,4.41,4.46,2.72,6,-403.690059465627,4,2
39,0.3,4-Premium,1-J,5-VS1,62.6,58.0,4.32,4.27,2.69,0,393.15601510522083,3,4
40,0.32,3-Very Good,7-D,6-VVS2,60.1,58.0,4.41,4.44,2.66,6,1049.6203550628038,2,5
41,0.33,5-Ideal,4-G,5-VS1,61.7,56.0,4.44,4.47,2.75,3,622.2441964580744,4,4
42,0.25,5-Ideal,4-G,5-VS1,62.7,54.0,4.05,4.08,2.55,3,75.93928349722546,4,4
43,0.3,5-Ideal,5-F,5-VS1,61.0,56.0,4.37,4.35,2.66,4,387.22778642001686,4,4
44,1.26,3-Very Good,5-F,8-IF,60.0,60.0,7.04,7.09,4.24,4,9556.561318789045,2,7
45,1.14,5-Ideal,1-J,5-VS1,61.6,56.0,6.71,6.73,4.14,0,7115.270018940795,4,4
46,1.51,4-Premium,3-H,3-SI1,62.8,60.0,7.22,7.14,4.51,2,9448.200617048029,3,2
47,0.51,3-Very Good,6-E,2-SI2,62.0,57.0,5.09,5.13,3.17,5,529.299537580484,2,1
48,0.32,5-Ideal,4-G,8-IF,61.0,57.0,4.44,4.48,2.72,3,1966.9623171340327,4,7
49,0.94,4-Premium,6-E,2-SI2,60.4,59.0,6.37,6.34,3.84,5,3967.0284407871536,3,1
50,0.51,4-Premium,6-E,4-VS2,60.6,58.0,5.15,5.12,3.11,5,1476.2769602869835,3,3
51,1.12,5-Ideal,3-H,2-SI2,61.4,56.0,6.69,6.66,4.1,2,5507.306068508107,4,1
52,1.33,4-Premium,4-G,2-SI2,60.3,58.0,7.19,7.16,4.33,3,7281.447615238099,3,1
53,0.32,4-Premium,3-H,4-VS2,61.7,59.0,4.35,4.4,2.7,2,106.42279026832807,3,3
54,0.7,5-Ideal,6-E,4-VS2,62.6,57.0,5.63,5.68,3.54,5,2985.8882903492845,4,3
55,1.35,5-Ideal,3-H,7-VVS1,61.9,57.0,7.06,7.09,4.38,2,9902.537599310046,4,6
56,0.23,2-Good,5-F,4-VS2,63.8,57.0,3.93,3.84,2.48,4,-530.4705980704971,1,3
57,0.9,3-Very Good,5-F,1-I1,61.9,59.0,6.16,6.18,3.82,4,3194.9168869911905,2,0
58,1.03,5-Ideal,7-D,3-SI1,61.3,56.0,6.48,6.54,3.99,6,5234.653213489262,4,2
59,1.02,2-Good,6-E,2-SI2,62.8,64.0,6.36,6.32,3.98,5,4704.315778312342,1,1
60,0.55,5-Ideal,3-H,6-VVS2,61.7,57.0,5.28,5.26,3.25,2,2714.700988993028,4,5
61,0.34,5-Ideal,6-E,8-IF,61.7,56.0,4.46,4.48,2.76,5,2138.2733079826717,4,7
62,0.71,4-Premium,7-D,6-VVS2,60.0,58.0,5.92,5.84,3.53,6,3909.7935486898746,3,5
63,0.55,2-Good,4-G,3-SI1,63.6,61.0,5.22,5.16,3.3,3,1285.2635752504298,1,2
64,0.54,5-Ideal,4-G,4-VS2,61.5,55.0,5.24,5.27,3.23,3,1691.5008224142289,4,3
65,1.23,5-Ideal,3-H,8-IF,61.3,57.0,6.87,6.92,4.23,2,9334.939389417677,4,7
66,0.27,4-Premium,6-E,7-VVS1,60.6,58.0,4.18,4.2,2.54,5,1176.3081848695224,3,6
67,0.53,5-Ideal,7-D,4-VS2,61.4,56.0,5.18,5.21,3.19,6,1634.0747467085826,4,3
68,1.25,5-Ideal,4-G,2-SI2,61.1,55.0,6.95,6.99,4.26,3,6625.259707710455,4,1
69,0.34,5-Ideal,6-E,6-VVS2,62.3,57.0,4.48,4.44,2.78,5,1162.749768227623,4,5
70,0.36,4-Premium,2-I,4-VS2,62.7,59.0,4.54,4.58,2.86,1,356.1450872239727,3,3
71,0.34,5-Ideal,4-G,3-SI1,61.2,57.0,4.56,4.53,2.78,3,-300.2595753471287,4,2
72,1.12,2-Good,6-E,3-SI1,64.3,57.0,6.56,6.5,4.2,5,5994.757454859118,1,2
73,0.3,5-Ideal,3-H,5-VS1,61.6,55.0,4.27,4.3,2.64,2,441.6793950147735,4,4
74,0.36,5-Ideal,7-D,3-SI1,62.0,56.0,4.61,4.55,2.84,6,-150.58890821948899,4,2
75,0.71,5-Ideal,5-F,7-VVS1,61.1,54.0,5.78,5.84,3.55,4,4449.338829007096,4,6
76,0.32,4-Premium,4-G,4-VS2,62.6,60.0,4.33,4.36,2.72,3,104.80046068038973,3,3
77,0.5,4-Premium,6-E,4-VS2,61.3,60.0,5.11,5.07,3.12,5,1389.0742840154758,3,3
78,0.51,3-Very Good,6-E,3-SI1,63.3,59.0,5.09,5.05,3.21,5,982.6024330785235,2,2
79,0.58,5-Ideal,1-J,5-VS1,61.9,58.0,5.31,5.35,3.3,0,2506.9337549242423,4,4
80,0.3,5-Ideal,5-F,8-IF,62.5,54.0,4.31,4.33,2.7,4,1829.8841234300207,4,7
81,0.39,5-Ideal,4-G,7-VVS1,62.3,57.0,4.7,4.64,2.91,3,1987.1106564515176,4,6
82,0.31,5-Ideal,5-F,4-VS2,61.8,56.0,4.37,4.33,2.69,4,-4.74413789664186,4,3
83,0.9,3-Very Good,3-H,5-VS1,60.5,63.0,6.13,6.16,3.72,2,5156.667932842676,2,4
84,0.81,4-Premium,4-G,2-SI2,61.7,57.0,5.99,5.94,3.68,3,2903.676707661061,3,1
85,0.7,4-Premium,6-E,2-SI2,61.1,61.0,5.74,5.69,3.49,5,1997.931732203012,3,1
86,0.38,3-Very Good,1-J,4-VS2,60.5,60.0,4.64,4.68,2.82,0,528.6275152160565,2,3
87,0.71,3-Very Good,4-G,3-SI1,60.0,59.0,5.76,5.8,3.47,3,2581.5086075591876,2,2
88,0.71,3-Very Good,7-D,4-VS2,63.1,58.0,5.67,5.7,3.59,6,3045.797749259799,2,3
89,0.9,3-Very Good,3-H,5-VS1,62.1,59.0,6.09,6.14,3.8,2,5142.318303703882,2,4
90,0.74,3-Very Good,5-F,2-SI2,63.2,58.0,5.75,5.71,3.62,4,2336.99930221051,2,1
91,1.5,4-Premium,3-H,4-VS2,62.4,59.0,7.32,7.29,4.56,2,9768.177164290835,3,3
92,1.5,3-Very Good,5-F,3-SI1,63.0,55.0,7.27,7.31,4.59,4,9306.152273376207,2,2
93,0.42,5-Ideal,5-F,5-VS1,61.0,57.0,4.87,4.84,2.96,4,1241.336165361794,4,4
94,1.01,4-Premium,4-G,4-VS2,61.6,58.0,6.45,6.4,3.96,3,5528.711550377051,3,3
95,2.48,4-Premium,2-I,2-SI2,63.0,62.0,8.62,8.58,5.42,1,17612.596456982657,3,1
96,1.02,5-Ideal,5-F,6-VVS2,61.1,56.3,6.48,6.52,3.97,4,6572.606680768262,4,5
97,0.4,5-Ideal,7-D,4-VS2,61.3,57.0,4.77,4.75,2.92,6,625.7694982998732,4,3
98,0.7,5-Ideal,5-F,3-SI1,61.3,57.0,5.76,5.79,3.54,4,2452.94820839662,4,2
99,1.01,2-Good,6-E,4-VS2,62.5,58.0,6.32,6.36,3.96,5,5591.039572125732,1,3
100,1.13,3-Very Good,2-I,4-VS2,60.7,58.0,6.72,6.75,4.09,1,6556.753683880777,2,3
101,1.09,5-Ideal,2-I,4-VS2,61.9,56.0,6.62,6.67,4.09,1,6204.598541972946,4,3
102,0.7,3-Very Good,6-E,4-VS2,62.7,58.0,5.65,5.67,3.55,5,2970.761913885213,2,3
103,1.0,4-Premium,5-F,3-SI1,60.8,59.0,6.44,6.38,3.9,4,4980.890024107515,3,2
104,1.52,5-Ideal,3-H,4-VS2,61.8,54.0,7.42,7.43,4.59,2,9915.464856872142,4,3
105,0.41,5-Ideal,4-G,6-VVS2,62.2,56.0,4.75,4.8,2.97,3,1672.3734581181989,4,5
106,0.43,3-Very Good,1-J,4-VS2,60.9,59.0,4.86,4.9,2.97,0,869.7333499767642,2,3
107,0.31,3-Very Good,6-E,2-SI2,60.8,61.0,4.39,4.43,2.68,5,-955.5421497872212,2,1
108,0.33,5-Ideal,4-G,4-VS2,62.2,56.0,4.47,4.44,2.77,3,119.35605011647954,4,3
109,0.7,4-Premium,6-E,4-VS2,61.0,59.0,5.74,5.7,3.49,5,2952.4505556317476,3,3
110,0.33,5-Ideal,4-G,6-VVS2,62.5,54.0,4.41,4.45,2.77,3,1104.2779239548545,4,5
111,1.16,4-Premium,3-H,2-SI2,62.6,57.0,6.75,6.67,4.2,2,5832.46858801794,3,1
112,0.51,5-Ideal,6-E,4-VS2,61.8,57.0,5.15,5.14,3.18,5,1449.3095978067727,4,3
113,1.13,2-Good,4-G,1-I1,63.4,58.0,6.58,6.61,4.18,3,5147.885565374267,1,0
114,0.52,4-Premium,6-E,4-VS2,62.5,60.0,5.1,5.14,3.2,5,1565.3681436407314,3,3
115,0.23,3-Very Good,5-F,6-VVS2,61.4,56.0,3.94,3.97,2.43,4,450.14537667061177,2,5
116,0.5,1-Fair,5-F,3-SI1,64.7,60.0,4.99,4.84,3.18,4,928.0446418323959,0,2
117,1.08,3-Very Good,7-D,5-VS1,60.5,58.0,6.53,6.63,3.98,6,6669.70286303821,2,4
118,0.3,4-Premium,4-G,5-VS1,62.2,59.0,4.31,4.28,2.67,3,407.320929293825,3,4
119,0.48,5-Ideal,1-J,5-VS1,62.2,54.0,5.01,5.06,3.13,0,1713.7020711612809,4,4
120,1.51,5-Ideal,1-J,5-VS1,61.6,58.0,7.35,7.43,4.55,0,10345.240092390086,4,4
121,1.03,4-Premium,5-F,2-SI2,62.4,59.0,6.45,6.38,4.0,4,4754.7517543987815,3,1
122,0.31,3-Very Good,4-G,6-VVS2,63.4,59.0,4.29,4.26,2.71,3,975.0101522149239,2,5
123,0.4,5-Ideal,4-G,8-IF,62.3,55.0,4.74,4.76,2.96,3,2532.6995056562196,4,7
124,1.03,5-Ideal,6-E,4-VS2,61.7,56.0,6.45,6.54,4.01,5,5718.459568055478,4,3
125,1.16,4-Premium,1-J,3-SI1,62.5,58.0,6.73,6.67,4.19,0,6323.524905894303,3,2
126,1.04,3-Very Good,1-J,2-SI2,62.8,57.0,6.44,6.5,4.06,0,4844.754511205036,2,1
127,0.71,4-Premium,6-E,4-VS2,61.5,60.0,5.76,5.68,3.52,5,3027.160536125551,3,3
128,0.29,3-Very Good,3-H,6-VVS2,61.2,56.0,4.26,4.29,2.61,2,836.0595537955519,2,5
129,1.09,5-Ideal,4-G,2-SI2,61.2,57.0,6.68,6.63,4.07,3,5225.229153116032,4,1
130,0.74,5-Ideal,5-F,5-VS1,62.3,56.0,5.76,5.79,3.6,4,3777.682825846619,4,4
131,0.42,5-Ideal,7-D,4-VS2,62.4,55.0,4.82,4.8,3.0,6,769.8876804460538,4,3
132,0.54,5-Ideal,2-I,3-SI1,62.0,55.0,5.21,5.25,3.24,1,1224.0077528097977,4,2
133,0.51,5-Ideal,6-E,4-VS2,62.6,55.0,5.08,5.11,3.19,5,1478.0151698877257,4,3
134,1.01,4-Premium,5-F,2-SI2,58.8,61.0,6.53,6.46,3.82,4,4597.339500244447,3,1
135,1.0,4-Premium,3-H,4-VS2,59.4,61.0,6.51,6.46,3.85,2,5449.855125818385,3,3
136,1.02,4-Premium,3-H,4-VS2,61.0,60.0,6.5,6.46,3.95,2,5611.733365115004,3,3
137,0.73,2-Good,6-E,5-VS1,60.8,61.0,5.77,5.8,3.52,5,3707.413570577311,1,4
138,1.01,4-Premium,3-H,2-SI2,60.3,59.0,6.51,6.45,3.91,2,4569.636121711015,3,1
139,0.33,2-Good,7-D,3-SI1,63.1,55.0,4.38,4.4,2.77,6,-315.40088335494147,1,2
140,1.22,5-Ideal,5-F,5-VS1,62.3,57.0,6.79,6.83,4.24,4,7834.011394439365,4,4
141,0.31,5-Ideal,7-D,5-VS1,62.0,54.0,4.35,4.36,2.7,6,480.7596949982608,4,4
142,1.07,4-Premium,4-G,3-SI1,60.5,62.0,6.69,6.6,4.02,3,5516.979664198234,3,2
143,1.01,3-Very Good,6-E,6-VVS2,60.2,60.0,6.46,6.5,3.9,5,6510.7742973068125,2,5
144,0.23,3-Very Good,5-F,8-IF,59.5,58.0,4.0,4.03,2.39,4,1395.1155685345234,2,7
145,0.35,3-Very Good,7-D,5-VS1,60.9,58.0,4.54,4.56,2.77,6,769.2060341585998,2,4
146,0.55,5-Ideal,5-F,6-VVS2,60.7,56.0,5.31,5.34,3.23,4,2714.8013976515645,4,5
147,0.9,5-Ideal,4-G,3-SI1,61.9,59.0,6.16,6.19,3.82,3,4149.435710419926,4,2
148,0.72,5-Ideal,4-G,7-VVS1,62.2,57.0,5.72,5.75,3.57,3,4562.487728096867,4,6
149,0.83,3-Very Good,6-E,3-SI1,63.5,58.0,5.93,5.98,3.78,5,3571.2523313849247,2,2
150,1.04,5-Ideal,3-H,3-SI1,61.9,57.0,6.49,6.46,4.01,2,5313.218200635842,4,2
151,0.71,3-Very Good,6-E,4-VS2,59.9,59.0,5.77,5.81,3.47,5,3054.1440009726416,2,3
152,0.43,5-Ideal,5-F,3-SI1,61.3,56.0,4.9,4.86,2.99,4,360.8917150321781,4,2
153,0.33,5-Ideal,6-E,4-VS2,61.3,55.0,4.46,4.48,2.74,5,140.2856177020435,4,3
154,1.72,1-Fair,7-D,2-SI2,64.6,58.0,7.53,7.46,4.84,6,10784.791463575215,0,1
155,1.13,5-Ideal,4-G,3-SI1,61.8,55.0,6.71,6.75,4.16,3,6056.264614452395,4,2
156,0.52,5-Ideal,7-D,3-SI1,62.4,56.0,5.12,5.17,3.21,6,1076.970766368523,4,2
157,0.3,3-Very Good,4-G,5-VS1,62.5,55.0,4.25,4.32,2.68,3,437.1635210495292,2,4
158,1.53,4-Premium,4-G,5-VS1,61.0,60.0,7.43,7.4,4.52,3,10512.229081774576,3,4
159,2.02,1-Fair,3-H,2-SI2,56.5,61.0,8.33,8.37,4.72,2,13477.363425632517,0,1
160,0.33,4-Premium,3-H,5-VS1,61.0,59.0,4.5,4.45,2.73,2,598.2799445646133,3,4
161,0.7,3-Very Good,4-G,1-I1,61.5,63.0,5.73,5.65,3.5,3,1518.5316853925983,2,0
162,1.26,4-Premium,2-I,3-SI1,60.5,62.0,6.97,6.92,4.2,1,7209.305790612936,3,2
163,0.3,4-Premium,7-D,4-VS2,62.5,59.0,4.28,4.23,2.66,6,-54.61965532914678,3,3
164,0.59,3-Very Good,3-H,5-VS1,62.1,55.0,5.37,5.41,3.35,2,2560.2541178370825,2,4
165,0.82,5-Ideal,6-E,3-SI1,62.1,55.0,5.98,6.0,3.72,5,3473.3892637916274,4,2
166,0.39,3-Very Good,4-G,6-VVS2,60.7,61.0,4.7,4.73,2.86,3,1538.7997872810029,2,5
167,0.31,5-Ideal,3-H,8-IF,62.1,54.0,4.33,4.37,2.7,2,1922.2291235105513,4,7
168,1.26,5-Ideal,2-I,2-SI2,62.0,56.0,7.0,6.94,4.32,1,6669.7920840168645,4,1
169,1.51,3-Very Good,5-F,2-SI2,62.7,60.0,7.25,7.32,4.57,4,8947.502203764281,2,1
170,0.56,5-Ideal,4-G,5-VS1,60.6,56.0,5.33,5.36,3.24,3,2324.451802922843,4,4
171,0.31,5-Ideal,4-G,7-VVS1,62.5,55.0,4.34,4.33,2.71,3,1432.6947265635913,4,6
172,0.56,5-Ideal,3-H,6-VVS2,60.9,57.0,5.38,5.33,3.26,2,2765.0618163387194,4,5
173,0.96,4-Premium,6-E,2-SI2,58.2,58.0,6.52,6.47,3.78,5,4125.045359627637,3,1
174,0.52,3-Very Good,6-E,3-SI1,62.7,57.0,5.1,5.14,3.21,5,1084.446175900916,2,2
175,1.02,3-Very Good,3-H,3-SI1,63.5,55.0,6.31,6.35,4.02,2,5192.703998033645,2,2
176,1.06,2-Good,2-I,5-VS1,57.5,62.0,6.71,6.83,3.9,1,6431.197492689691,1,4
177,1.21,5-Ideal,3-H,3-SI1,62.1,59.0,6.81,6.75,4.21,2,6776.537068431273,4,2
178,2.02,1-Fair,3-H,4-VS2,64.5,57.0,8.0,7.95,5.14,2,14388.547607023527,0,3
179,1.52,5-Ideal,4-G,4-VS2,62.1,56.0,7.39,7.34,4.57,3,9930.900985850116,4,3
180,2.03,3-Very Good,2-I,2-SI2,62.8,59.0,8.04,8.08,5.06,1,13557.948271228408,2,1
181,0.28,2-Good,5-F,6-VVS2,61.2,62.0,4.16,4.21,2.56,4,801.2352640863701,1,5
182,0.7,1-Fair,4-G,5-VS1,65.8,61.0,5.61,5.46,3.64,3,3412.282869740982,0,4
183,0.7,5-Ideal,4-G,7-VVS1,62.3,57.0,5.61,5.65,3.51,3,4436.129603101124,4,6
184,2.32,1-Fair,3-H,1-I1,70.5,55.0,7.93,7.9,5.58,2,15776.509019449495,0,0
185,0.58,5-Ideal,1-J,4-VS2,60.9,57.0,5.38,5.4,3.28,0,2007.290267758523,4,3
186,0.54,5-Ideal,7-D,5-VS1,61.6,54.0,5.24,5.25,3.23,6,2166.544450291802,4,4
187,1.2,3-Very Good,2-I,3-SI1,62.9,54.0,6.75,6.77,4.25,1,6693.355798660916,2,2
188,0.52,3-Very Good,5-F,4-VS2,62.4,57.0,5.12,5.13,3.2,4,1554.3474799694673,2,3
189,1.57,4-Premium,5-F,2-SI2,60.2,60.0,7.49,7.43,4.49,4,9462.089729819305,3,1
190,0.7,4-Premium,2-I,1-I1,62.3,58.0,5.69,5.55,3.51,1,1525.8315375257066,3,0
191,1.57,3-Very Good,3-H,3-SI1,62.0,60.0,7.4,7.44,4.6,2,9940.234033194618,2,2
192,1.02,3-Very Good,7-D,4-VS2,63.2,58.0,6.4,6.36,4.03,6,5620.696278108106,2,3
193,1.5,4-Premium,5-F,4-VS2,62.4,57.0,7.38,7.29,4.58,4,9729.562688295582,3,3
194,0.7,3-Very Good,6-E,5-VS1,62.7,60.0,5.59,5.64,3.52,5,3487.639417016129,2,4
195,0.42,4-Premium,5-F,3-SI1,60.6,58.0,4.89,4.81,2.94,4,283.12179031269034,3,2
196,2.01,4-Premium,3-H,3-SI1,60.0,60.0,8.16,8.13,4.89,2,13850.318918351026,3,2
197,0.31,4-Premium,4-G,5-VS1,62.2,58.0,4.38,4.34,2.71,3,459.6798299311986,3,4
198,0.44,5-Ideal,6-E,6-VVS2,61.9,56.0,4.91,4.88,3.03,5,1870.5571767813462,4,5
199,0.7,5-Ideal,7-D,6-VVS2,61.7,55.0,5.73,5.75,3.54,6,3895.053244303594,4,5
200,1.2,4-Premium,1-J,3-SI1,60.0,61.0,6.89,6.84,4.12,0,6681.993808754602,3,2
201,1.05,5-Ideal,4-G,5-VS1,62.2,57.0,6.49,6.51,4.04,3,6357.899235903233,4,4
202,0.7,5-Ideal,5-F,1-I1,62.1,57.0,5.67,5.64,3.52,4,1539.8369966819073,4,0
203,0.53,4-Premium,5-F,3-SI1,60.9,59.0,5.21,5.23,3.18,4,1147.9353064189963,3,2
204,1.09,4-Premium,3-H,2-SI2,61.2,62.0,6.63,6.58,4.04,2,5258.450599162228,3,1
205,0.92,4-Premium,6-E,2-SI2,61.8,59.0,6.19,6.11,3.8,5,3856.407039732379,3,1
206,0.71,4-Premium,5-F,4-VS2,58.0,62.0,5.85,5.81,3.38,4,3050.558015561716,3,3
207,0.57,2-Good,5-F,2-SI2,61.9,57.7,5.32,5.34,3.3,4,971.5974054020189,1,1
208,0.71,3-Very Good,4-G,4-VS2,63.5,59.0,5.67,5.63,3.59,3,3039.5935545167736,2,3
209,0.89,4-Premium,4-G,3-SI1,61.1,58.0,6.24,6.17,3.79,3,4020.5087251045193,3,2
210,1.06,5-Ideal,4-G,3-SI1,62.9,56.0,6.52,6.49,4.09,3,5465.698105849133,4,2
211,0.86,4-Premium,3-H,2-SI2,61.0,58.0,6.15,6.12,3.74,2,3308.591753827796,3,1
212,1.1,4-Premium,4-G,4-VS2,60.2,58.0,6.75,6.71,4.05,3,6257.627467473696,3,3
213,0.7,5-Ideal,6-E,3-SI1,62.5,57.0,5.7,5.72,3.57,5,2464.8299256848145,4,2
214,1.04,4-Premium,4-G,5-VS1,61.5,61.0,6.56,6.51,4.02,3,6231.706339932729,3,4
215,0.93,4-Premium,6-E,1-I1,62.3,60.0,6.23,6.2,3.87,5,3437.4930128532965,3,0
216,1.1,4-Premium,5-F,1-I1,59.8,61.0,6.7,6.65,3.99,4,4871.8309735225685,3,0
217,2.12,4-Premium,3-H,2-SI2,62.3,58.0,8.25,8.16,5.12,2,14324.400691019424,3,1
218,0.33,5-Ideal,5-F,7-VVS1,62.4,55.0,4.44,4.47,2.78,4,1563.559567973672,4,6
219,0.9,1-Fair,2-I,4-VS2,65.8,55.0,6.05,6.01,3.97,1,4604.451555600921,0,3
220,0.71,5-Ideal,6-E,5-VS1,62.0,57.0,5.72,5.66,3.53,5,3518.36715148341,4,4
221,1.75,5-Ideal,4-G,4-VS2,62.1,57.0,7.73,7.69,4.79,3,11974.79653560093,4,3
222,0.81,5-Ideal,3-H,3-SI1,61.4,56.0,6.0,6.05,3.7,2,3376.963810836078,4,2
223,0.75,2-Good,2-I,7-VVS1,63.9,61.0,5.7,5.67,3.63,1,4837.699581433448,1,6
224,0.4,5-Ideal,4-G,4-VS2,62.6,56.0,4.69,4.74,2.95,3,653.1034469329211,4,3
225,0.34,5-Ideal,4-G,4-VS2,62.1,55.0,4.49,4.46,2.78,3,205.82271033476763,4,3
226,0.35,4-Premium,5-F,4-VS2,61.8,58.0,4.48,4.52,2.78,4,315.1418626895527,3,3
227,1.29,3-Very Good,2-I,4-VS2,62.8,58.0,6.89,6.93,4.34,1,7966.8680687761735,2,3
228,1.7,4-Premium,4-G,3-SI1,61.7,58.0,7.69,7.6,4.72,3,11044.34166827317,3,2
229,1.01,4-Premium,5-F,3-SI1,62.7,54.0,6.42,6.37,4.01,4,5043.909316066676,3,2
230,0.47,2-Good,7-D,3-SI1,63.8,59.0,4.9,4.88,3.12,6,705.0264601079493,1,2
231,0.71,4-Premium,6-E,3-SI1,59.2,59.0,5.86,5.83,3.46,5,2537.601510273416,3,2
232,1.01,5-Ideal,4-G,5-VS1,61.3,56.0,6.49,6.44,3.96,3,5988.804359189839,4,4
233,0.92,2-Good,1-J,2-SI2,59.0,63.0,6.3,6.35,3.73,0,3850.6796283642466,1,1
234,0.31,5-Ideal,5-F,7-VVS1,61.6,55.0,4.36,4.41,2.7,4,1433.7565974975932,4,6
235,0.3,5-Ideal,4-G,7-VVS1,61.3,56.0,4.3,4.34,2.65,3,1379.5499210500357,4,6
236,0.7,3-Very Good,4-G,3-SI1,62.1,58.0,5.66,5.7,3.53,3,2499.748850059698,2,2
237,1.01,4-Premium,3-H,8-IF,62.1,59.0,6.47,6.41,4.0,2,7410.305682392032,3,7
238,1.5,3-Very Good,3-H,2-SI2,62.5,60.0,7.25,7.32,4.55,2,8856.779533271689,2,1
239,0.9,3-Very Good,7-D,5-VS1,62.2,58.0,6.14,6.18,3.83,6,5108.210544122965,2,4
240,0.23,2-Good,5-F,6-VVS2,62.8,61.0,3.92,3.95,2.47,4,442.0842485664966,1,5
241,0.25,2-Good,6-E,6-VVS2,58.0,65.0,4.13,4.18,2.41,5,578.5612523445188,1,5
242,0.35,5-Ideal,5-F,6-VVS2,62.1,56.0,4.56,4.52,2.82,4,1211.814120866159,4,5
243,0.73,3-Very Good,7-D,2-SI2,60.4,59.0,5.8,5.86,3.52,6,2267.0811617397712,2,1
