,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
58,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,6305.9544114212895
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,5906.178573435956
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,2510.136610184416
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,-62.89282778865345
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,4512.0373729405055
63,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,2312.443697481058
64,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,2395.169716600214
65,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,7531.693174181759
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,-944.4863030038796
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,2206.256829054095
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,7781.382017953945
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,-13.091903009135422
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,193.38103485145803
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,240.98695334166587
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,6531.498186011069
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,-658.9219653953915
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,391.82934076217316
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,4101.970723383221
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,-470.0090778492704
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1970.4934162251247
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1907.5224537097492
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,2617.7630916933285
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,-535.1750466539543
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,675.1986720813511
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,-359.43219684368705
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,5197.37754853433
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,4739.02076061224
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,3951.8837291700747
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,508.2358474283228
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,4034.6097482892274
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,3749.045410680743
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,5075.8256360822
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,3985.564216717068
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,8930.979780463183
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,8788.917418199917
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,1217.0368723299543
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,6187.352898465828
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,13021.897337673136
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,6301.564398842673
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,904.3770660423943
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,4032.414741999919
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5797.796698719687
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,7055.020942737841
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,6744.556142739593
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,3683.879441876061
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,6153.672410918831
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,9254.614618197289
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,856.7711475521883
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,1200.9164350974334
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,-278.901184013841
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,-42.3823779775139
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,3954.078735459383
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,-215.9302214984673
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,7125.332317328501
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,2103.020360123799
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,6614.224205130229
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1956.5679852819103
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,-1697.94284689905
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1568.5225719504833
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,6472.161842866963
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,-546.1500781005016
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,1675.3936602520407
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,9049.581293418645
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,6182.962885887207
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,-609.1210406158734
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,818.7006474265727
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,6218.082986516156
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,7066.751367391747
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,6180.012486390542
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,4008.269672817516
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,-690.4074466530783
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,6911.51896739262
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,4032.414741999919
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1061.8044723308303
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,2302.9082791164637
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1891.4020164772282
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,6434.846735948702
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,6376.265786011945
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,6346.975311043569
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,4063.900223257604
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,6374.070779722637
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,-314.77667785014637
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,7277.614317830959
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,-411.4281279125171
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,6934.224423493071
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,6238.593436327295
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,-1509.0299593529307
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,188.99102227283947
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,2615.56808540402
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,5291.833992307385
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3906.4728169691753
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,4572.057935959214
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,6317.684836075192
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,4066.095229546916
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,1309.2983098137047
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,-62.89282778865345
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,9583.394861717368
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,7025.730467769465
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,2021.7339540865942
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,-713.1129027535262
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,9277.320074297737
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,12126.3784315147
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,47.68405321692808
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,3913.813229044461
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,7824.597923865533
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,-644.9965344521788
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2806.6759792394496
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,4722.9003233797175
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,694.9537286851355
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,-467.8140715599602
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,7916.859361349287
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,8732.531474552468
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2678.5390479193975
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,-447.30362174882066
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,2818.406403893352
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,6407.75126726963
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1956.5679852819103
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,5766.311217461995
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,7043.290518083939
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,7318.6352174532385
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,11067.602493407257
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,9146.988136688373
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,11213.299475041787
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,-1000.8722466513263
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,3520.6224099270567
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3562.327529423934
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,10851.594137182068
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,2833.771447918518
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,2390.7797040215974
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,7147.282380221592
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,2012.953928929357
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,9459.64794297593
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,3774.7012662778598
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,9198.228674549844
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,6032.120498466704
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,9106.722630273447
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3501.551573197865
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,1269.032803398779
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,11575.760206108864
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,-327.94671558600203
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1342.9787973607
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3935.763291937552
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,7572.714073804038
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6328.659867521741
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,3735.8753729448854
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,2298.518266537847
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,6754.091561104184
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,5362.145366898045
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,4300.419029293937
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,2644.8585603724005
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,3733.680366655577
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,5521.767779475789
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,6412.141279848251
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,5247.178473313847
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,7134.112342485738
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,3841.306848164493
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,6533.693192300381
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,5499.062323375341
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,6974.489929907993
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,11845.95949969219
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,-123.66878401471513
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,4930.12865444767
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3886.7177603653927
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,10219.68950573903
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,4792.45630476302
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,3830.3318167179477
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,667.858260006069
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,20.588584537859788
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,4.468147305338789
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,7592.469130407821
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,10082.772549261734
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,6092.8964546927655
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1313.6883223923232
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,4334.099516840934
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,6313.294823496575
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,5737.020742493618
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,-371.1626214975913
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,-562.2705153330226
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,3719.754935712366
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,6248.1288546918895
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,8732.531474552468
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5231.058036081324
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,-1760.9138094144237
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,-1095.328690424385
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,238.79194705235568
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,4164.941685898595
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,913.1570911996314
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,-485.37412187443624
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,6214.4483671448925
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,2017.3439415079756
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,10347.826437059082
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1941.2029412567445
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3751.2404169700512
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1801.3355852827863
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,6065.800986013697
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,-440.71860288089374
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,5829.282179977372
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7372.0707616040145
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,6173.427467522613
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6270.078917584984
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,5119.041541993791
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,2581.887597857027
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,4664.319373442961
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,-514.6645968428129
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,4223.522635835352
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,7761.626961350163
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,8892.153887130213
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,7466.527205377073
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,3757.82543583798
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,2116.1903978596547
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1450.605278869616
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,976.1280537150069
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,409.38939107664737
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,2901.132423012512
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,4285.053985268771
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9338.096030523802
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7815.062505500939
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5876.132705260223
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,931.4725347214662
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,602.6922912013852
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,303.95791585704137
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,-512.4695905535027
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,7052.825936448529
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,413.7794036552659
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,776.2401347223404
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1676.1490534593959
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,-281.09619030315116
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,9611.929943478388
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,8166.548205121466
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5764.116211172686
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9841.863730646792
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,604.8872974906935
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,12756.088056668434
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,5925.933630039739
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,-485.37412187443624
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,11465.183325103282
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,3780.530891938428
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,6974.489929907993
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,9113.307649141376
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,33.758622273715446
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,8884.129255180329
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,-839.0548277842736
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,6648.6600858845795
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1169.4309538397429
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,6048.240935699223
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,9133.062705745162
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5858.572654945749
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,13809.034369115305
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3591.6180043923105
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5843.207610920583
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,-281.09619030315116
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,7372.0707616040145
