,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,6209.3314876035
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,4148.049197743505
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,6154.003491328851
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,-277.03577611046967
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,7457.6302773984025
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,-424.8738110611848
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,6617.128653936579
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,6365.395963358995
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,-1494.7839860921558
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,201.3135520779706
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,2682.691175823151
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,5407.236412835846
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,4014.100153956784
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,4779.97788881592
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,6234.475166252669
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,4168.912442605681
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,1127.5638772934326
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,-47.18218477954906
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,9456.035348058162
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,7193.599419268714
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,2181.2340323592
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,-511.66599288175166
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,9203.235706335894
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,12210.879725424988
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,-185.4904399272982
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,3621.8657897097146
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,7655.75987938355
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,-864.969935967445
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2935.754831081369
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,4801.624809945162
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,744.0244646906685
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,-375.47237868170123
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,7746.336303337743
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,9044.611494739529
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2745.591866101142
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,-524.4603520872242
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,2610.1031505941246
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,6179.907375167339
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,2085.042000201298
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,5954.227759235528
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,7404.00371772821
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,7144.119209315191
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,11027.193959513417
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,9026.38676329226
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,11449.510392734177
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,-890.8185133096486
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,3051.8135701900246
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3702.991211434972
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,11027.421927894746
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,2871.1057620434185
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,2400.616612472015
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,7268.353237337029
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,2032.5335435673805
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,9264.10053324022
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,3286.9952851109556
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,9393.189964276458
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,5935.219351521191
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,8854.003489997529
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3682.7029358001964
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,936.5384584720996
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,11500.664413609717
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,-514.0681184431542
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1206.287173457291
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3998.2775480709133
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,7391.729021253861
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6425.788069687704
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,3630.690670819644
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,2331.7893582988618
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,6589.555168912168
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,5090.330835884502
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,4088.936959335231
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,2697.938812481618
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,3616.041474466336
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,5273.106342823303
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,6349.021859323475
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,5134.093188982519
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6987.822555442279
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,3917.9081217988823
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,6374.063289320853
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,5413.65916838438
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,6783.297878722446
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,11622.807271761609
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,-58.14938765102488
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,4870.188050582368
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3674.08676172993
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,10147.631985424588
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,4964.399525862889
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,3754.5584366537514
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,814.8875822374848
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,-127.05541939821524
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,97.83631053043064
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,7787.668850060516
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,9824.303652924707
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,5952.400602901533
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1240.7519248697608
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,4180.088352516821
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,6146.143312711811
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,5870.625588979525
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,-249.38351351202255
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,-480.6979989892043
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,3858.689425002729
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,6062.37937757164
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,9038.397446230661
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5386.948137201067
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,-1709.1024561509112
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,-1027.1143761614858
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,58.25214256761501
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,4346.934795181878
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,935.5460751653645
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,-682.1944290286428
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,6005.405251188815
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,2108.437300090507
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,10263.226368298412
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1848.8955827874743
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3891.6932822689414
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1978.170249785624
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,5985.979429395149
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,-418.3722779386153
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,6020.2354737679525
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7581.4980432325065
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,6262.989882692222
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6435.684111678405
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,5021.605830363133
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,2628.824073694763
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,4802.199779172566
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,-663.26479888834
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,4377.430068498808
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,7577.324067833393
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,9211.851880406164
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,7627.690202705766
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,3991.567307908681
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,2274.0315556489695
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1523.6889420620028
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1007.7678382066533
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,426.1265044325846
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,3009.910208844536
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,3855.8975661758413
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9170.704569645302
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,8017.809926005139
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,6283.171699939125
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,731.5175900988961
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,690.7323317896789
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,138.90905345334977
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,-636.187505517295
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,7147.592495757366
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,498.92323670127917
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,615.3247669199209
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1363.3675035972701
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,-229.38272249094916
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,9913.678986532497
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,7918.042358753275
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5902.294271829018
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9714.301407176848
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,727.1306979240253
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,12992.130816672132
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,6124.5751691566
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,-666.6593077564739
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,11679.363984065101
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,3866.549603619769
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,6705.622272361605
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,8984.947758181606
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,63.371559117960715
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,8605.220268526304
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,-684.0727372542333
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,6283.695572406334
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1250.624495782713
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,5701.006548829238
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,9306.319004881858
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,6004.412867882082
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,13698.7940644712
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3712.024799584575
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5712.3400138884535
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,-213.84760121878026
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,7553.534824942606
