,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1073.0677946965807
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,1240.1208734677948
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,-208.2645431406945
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,14.272610165879087
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,3765.796166118771
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,30.97791804299959
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,7009.995588587424
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,2121.3225685207562
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,6864.023331229264
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,2167.06297861619
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,-1548.4638316811925
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1620.1633322071175
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,6440.029846029172
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,-481.7143663452298
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,1873.329080265201
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,9080.056163918727
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,6068.137559196572
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,-423.6441619086054
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,983.3763581403782
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,6358.292690278229
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,6987.125383539709
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,6405.822484008326
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,3800.996165507675
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,-602.2302887544101
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,6645.861691458622
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,4167.716192537742
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1141.678409839731
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,2442.3021854553917
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,2094.0768499371097
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,5790.11633135464
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,5858.726946497789
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,6087.428996974957
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,4001.459860033132
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,5979.242868906969
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,-52.548621342606566
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,7368.76133481223
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,-279.46128818510806
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,6481.394742588671
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,6039.8992032448605
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,-1539.7128046093312
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,214.7363046913324
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,2569.7797513017667
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,5339.073018672365
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,4032.284345886108
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,4896.780733061953
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,6224.650227261258
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,3903.81414267167
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,1219.0400520547428
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,12.483226531214314
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,9793.408033933882
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,7052.157231413528
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,2240.049107295272
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,-392.02292978902733
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,8961.329625144213
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,11039.148590179315
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,-60.502902147867644
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,3705.13983178088
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,7427.628285515455
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,-588.1111107785528
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2961.1593670142156
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,4792.970118529893
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,704.5583840318468
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,-262.75598030798756
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,7735.481361842301
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,8942.038187365832
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2626.0605721037264
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,-306.7070067687564
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,2621.685058567795
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,5715.340819040894
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,2189.9331836639067
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,6063.76204566064
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,6591.174363189863
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,7166.5082566521105
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,11298.074271344327
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,8975.448803120073
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,11332.28163336517
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,-850.2237770099637
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,3707.9218527836074
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3728.010036828595
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,12220.836754058257
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,2784.3626238030793
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,2419.431980407675
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,7291.399692597219
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,2150.3576707390694
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,8942.83493363243
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,3560.9569580573825
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,9211.112497034434
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,6103.337558585479
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,8914.792468782181
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3734.1749339991893
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,1021.1624874305508
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,11027.014686939589
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,-290.0016988916359
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1343.931487999851
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,3963.6737307429594
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,7111.024182116753
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6376.787381790013
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,3734.1749339991893
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,2271.67033941485
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,6493.7245369298635
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,5159.690145559964
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,3697.982297242217
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,2729.8711866357826
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,3877.5610614560846
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,5237.051787774972
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,6457.7277912743575
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,5039.174223150783
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6733.763744380156
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,3982.168422254743
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,6331.046971694579
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,5470.129351788071
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,6496.310666831132
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,11603.145326668438
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,87.2587388449574
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,5381.430552599935
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3790.455754801149
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,10063.279089869086
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,4830.756247820065
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,4035.8631131554375
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,927.0955373384186
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,70.5534309678369
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,170.78527823056356
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,7764.516464060611
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,9752.839883640974
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,6074.302456367166
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1549.7633334293023
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,3914.354553378196
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,6076.888586268435
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,5400.526099276854
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,-195.9347487995019
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,-427.22292917793675
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,3857.2769863096346
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,6118.253482827933
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,8896.297777270394
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5345.237915842959
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,-1490.393627244568
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,-1243.3927763570791
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,262.2660984214308
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,4101.691707295859
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,942.0114615808743
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,-510.7494685635429
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,6153.453482216844
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,2206.638491541029
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,9849.492963634375
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,2210.2172588103585
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3896.8524992344737
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,2168.8523622508546
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,6022.397149101138
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,-279.46128818510806
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,6142.913071510318
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7670.449513968479
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,5944.042869518062
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6353.917176742298
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,5275.8305544332125
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,2627.8499557383893
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,4701.4892983390255
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,-419.26864837267567
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,4421.874577963894
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,7256.996439474913
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,8905.048804342254
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,7400.3825669318085
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,3878.3578077226866
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,2313.035235974352
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1562.8898740370933
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1066.9028975259844
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,446.02448506976543
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,2896.9242654069985
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,3741.136577436386
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,8566.371242162435
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7783.807901839
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,6116.46409919327
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,744.1338969566841
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,671.147768277604
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,198.0309968142119
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,-471.1739556387038
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,7012.581718488693
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,479.4351008240101
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,654.4424604004835
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1770.5111031012093
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,-156.3592358746646
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,9896.226011097873
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,7623.71646650498
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5932.705712544937
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9313.930474198429
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,687.8530761547245
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,12722.59684553703
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,6049.6428676847845
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,-396.39844332495886
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,11397.313481238989
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,3759.631268948173
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,5924.55554063821
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,9124.999827747566
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,-35.046567198885896
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,8758.279800717495
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,-847.6376471086987
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,6108.509818388009
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1131.9347453998034
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,5934.4950961796
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,9229.60718854622
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,6074.302456367166
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,13019.713620055883
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3842.3610620671807
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5682.922840654717
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,-42.00821063608237
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,7464.617668539029
