,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted,cut_n,clarity_n
22,1.01,3-Very Good,5-F,2-SI2,62.4,58.0,6.37,6.41,3.99,4,5588.209026424617,2,1
23,0.87,5-Ideal,5-F,5-VS1,62.0,55.0,6.1,6.13,3.79,4,4417.493724290788,4,4
24,1.26,4-Premium,7-D,2-SI2,61.9,58.0,6.88,6.81,4.24,6,8209.051892085427,3,1
25,0.38,4-Premium,6-E,5-VS1,60.2,58.0,4.66,4.71,2.82,5,1154.4886750120895,3,4
26,0.55,5-Ideal,5-F,6-VVS2,62.3,54.0,5.29,5.27,3.29,4,1926.2726944810247,4,5
27,0.65,4-Premium,4-G,3-SI1,61.9,58.0,5.54,5.51,3.42,3,2459.8441131459003,3,2
28,0.41,4-Premium,7-D,6-VVS2,62.2,58.0,4.8,4.78,2.98,6,1520.2153897725902,3,5
29,0.7,3-Very Good,2-I,1-I1,63.2,59.0,5.62,5.59,3.54,1,2350.1061889466873,2,0
30,1.03,3-Very Good,2-I,5-VS1,62.9,53.0,6.45,6.5,4.07,1,4920.19304979006,2,4
31,0.34,5-Ideal,5-F,6-VVS2,61.3,56.0,4.52,4.56,2.78,4,606.0893184261222,4,5
32,0.73,5-Ideal,2-I,7-VVS1,61.7,53.0,5.8,5.84,3.59,1,2501.8286145901448,4,6
33,0.83,5-Ideal,7-D,2-SI2,62.1,56.0,6.0,6.04,3.74,6,4616.453709167935,4,1
34,0.51,3-Very Good,4-G,3-SI1,63.0,53.0,5.1,5.13,3.22,3,1445.3390879473382,2,2
35,1.06,5-Ideal,6-E,4-VS2,61.3,57.0,6.54,6.57,4.02,5,6220.9231125475435,4,3
36,0.41,5-Ideal,7-D,5-VS1,61.8,57.0,4.75,4.8,2.95,6,1589.1093087698396,4,4
37,1.03,5-Ideal,5-F,4-VS2,60.4,56.0,6.59,6.56,3.97,4,5614.941654597277,4,3
38,0.32,5-Ideal,7-D,3-SI1,61.3,55.0,4.41,4.46,2.72,6,1034.2992015654931,4,2
39,0.3,4-Premium,1-J,5-VS1,62.6,58.0,4.32,4.27,2.69,0,-649.2510825609802,3,4
40,0.32,3-Very Good,7-D,6-VVS2,60.1,58.0,4.41,4.44,2.66,6,1063.2286338990525,2,5
41,0.33,5-Ideal,4-G,5-VS1,61.7,56.0,4.44,4.47,2.75,3,323.8149614009317,4,4
42,0.25,5-Ideal,4-G,5-VS1,62.7,54.0,4.05,4.08,2.55,3,-96.20842982567865,4,4
43,0.3,5-Ideal,5-F,5-VS1,61.0,56.0,4.37,4.35,2.66,4,359.4003997405175,4,4
44,1.26,3-Very Good,5-F,8-IF,60.0,60.0,7.04,7.09,4.24,4,7572.838624545887,2,7
45,1.14,5-Ideal,1-J,5-VS1,61.6,56.0,6.71,6.73,4.14,0,5581.7688803530955,4,4
46,1.51,4-Premium,3-H,3-SI1,62.8,60.0,7.22,7.14,4.51,2,9432.577372336866,3,2
47,0.51,3-Very Good,6-E,2-SI2,62.0,57.0,5.09,5.13,3.17,5,1997.5951398121542,2,1
48,0.32,5-Ideal,4-G,8-IF,61.0,57.0,4.44,4.48,2.72,3,233.46026563889654,4,7
49,0.94,4-Premium,6-E,2-SI2,60.4,59.0,6.37,6.34,3.84,5,5161.81550604374,3,1
50,0.51,4-Premium,6-E,4-VS2,60.6,58.0,5.15,5.12,3.11,5,1967.7791058959965,3,3
51,1.12,5-Ideal,3-H,2-SI2,61.4,56.0,6.69,6.66,4.1,2,5913.40756079418,4,1
52,1.33,4-Premium,4-G,2-SI2,60.3,58.0,7.19,7.16,4.33,3,7880.583827163548,3,1
53,0.32,4-Premium,3-H,4-VS2,61.7,59.0,4.35,4.4,2.7,2,65.02113820595468,3,3
54,0.7,5-Ideal,6-E,4-VS2,62.6,57.0,5.63,5.68,3.54,5,3384.408711877859,4,3
55,1.35,5-Ideal,3-H,7-VVS1,61.9,57.0,7.06,7.09,4.38,2,7931.95672651545,4,6
56,0.23,2-Good,5-F,4-VS2,63.8,57.0,3.93,3.84,2.48,4,69.46417024745642,1,3
57,0.9,3-Very Good,5-F,1-I1,61.9,59.0,6.16,6.18,3.82,4,4671.595298165438,2,0
58,1.03,5-Ideal,7-D,3-SI1,61.3,56.0,6.48,6.54,3.99,6,6227.547361969223,4,2
59,1.02,2-Good,6-E,2-SI2,62.8,64.0,6.36,6.32,3.98,5,5956.227308714756,1,1
60,0.55,5-Ideal,3-H,6-VVS2,61.7,57.0,5.28,5.26,3.25,2,1440.3250074047073,4,5
61,0.34,5-Ideal,6-E,8-IF,61.7,56.0,4.46,4.48,2.76,5,923.3023442086296,4,7
62,0.71,4-Premium,7-D,6-VVS2,60.0,58.0,5.92,5.84,3.53,6,3487.2630418187555,3,5
63,0.55,2-Good,4-G,3-SI1,63.6,61.0,5.22,5.16,3.3,3,1717.5982967032087,1,2
64,0.54,5-Ideal,4-G,4-VS2,61.5,55.0,5.24,5.27,3.23,3,1642.657925474943,4,3
65,1.23,5-Ideal,3-H,8-IF,61.3,57.0,6.87,6.92,4.23,2,6885.58312696793,4,7
66,0.27,4-Premium,6-E,7-VVS1,60.6,58.0,4.18,4.2,2.54,5,526.9414867463147,3,6
67,0.53,5-Ideal,7-D,4-VS2,61.4,56.0,5.18,5.21,3.19,6,2381.385766882594,4,3
68,1.25,5-Ideal,4-G,2-SI2,61.1,55.0,6.95,6.99,4.26,3,7272.676895921935,4,1
69,0.34,5-Ideal,6-E,6-VVS2,62.3,57.0,4.48,4.44,2.78,5,886.9365332893699,4,5
70,0.36,4-Premium,2-I,4-VS2,62.7,59.0,4.54,4.58,2.86,1,-11.750205628522508,3,3
71,0.34,5-Ideal,4-G,3-SI1,61.2,57.0,4.56,4.53,2.78,3,303.8195693883699,4,2
72,1.12,2-Good,6-E,3-SI1,64.3,57.0,6.56,6.5,4.2,5,6741.565239776558,1,2
73,0.3,5-Ideal,3-H,5-VS1,61.6,55.0,4.27,4.3,2.64,2,-52.59476706480609,4,4
74,0.36,5-Ideal,7-D,3-SI1,62.0,56.0,4.61,4.55,2.84,6,1213.7053969159247,4,2
75,0.71,5-Ideal,5-F,7-VVS1,61.1,54.0,5.78,5.84,3.55,4,3101.3339630523915,4,6
76,0.32,4-Premium,4-G,4-VS2,62.6,60.0,4.33,4.36,2.72,3,326.6405694895461,3,3
77,0.5,4-Premium,6-E,4-VS2,61.3,60.0,5.11,5.07,3.12,5,1887.7806397782879,3,3
78,0.51,3-Very Good,6-E,3-SI1,63.3,59.0,5.09,5.05,3.21,5,1964.9792747700903,2,2
79,0.58,5-Ideal,1-J,5-VS1,61.9,58.0,5.31,5.35,3.3,0,1203.891847102609,4,4
80,0.3,5-Ideal,5-F,8-IF,62.5,54.0,4.31,4.33,2.7,4,395.5271835629378,4,7
81,0.39,5-Ideal,4-G,7-VVS1,62.3,57.0,4.7,4.64,2.91,3,648.6338592715829,4,6
82,0.31,5-Ideal,5-F,4-VS2,61.8,56.0,4.37,4.33,2.69,4,448.3269265575841,4,3
83,0.9,3-Very Good,3-H,5-VS1,60.5,63.0,6.13,6.16,3.72,2,4236.063090765874,2,4
84,0.81,4-Premium,4-G,2-SI2,61.7,57.0,5.99,5.94,3.68,3,3655.0267732841885,3,1
85,0.7,4-Premium,6-E,2-SI2,61.1,61.0,5.74,5.69,3.49,5,3302.006691485485,3,1
86,0.38,3-Very Good,1-J,4-VS2,60.5,60.0,4.64,4.68,2.82,0,-119.08538045656314,2,3
87,0.71,3-Very Good,4-G,3-SI1,60.0,59.0,5.76,5.8,3.47,3,2900.1907072290132,2,2
88,0.71,3-Very Good,7-D,4-VS2,63.1,58.0,5.67,5.7,3.59,6,3686.2063863435715,2,3
89,0.9,3-Very Good,3-H,5-VS1,62.1,59.0,6.09,6.14,3.8,2,4230.941482707739,2,4
90,0.74,3-Very Good,5-F,2-SI2,63.2,58.0,5.75,5.71,3.62,4,3398.7984352273334,2,1
91,1.5,4-Premium,3-H,4-VS2,62.4,59.0,7.32,7.29,4.56,2,9219.546622848571,3,3
92,1.5,3-Very Good,5-F,3-SI1,63.0,55.0,7.27,7.31,4.59,4,9772.39374243512,2,2
93,0.42,5-Ideal,5-F,5-VS1,61.0,57.0,4.87,4.84,2.96,4,1061.113864795715,4,4
94,1.01,4-Premium,4-G,4-VS2,61.6,58.0,6.45,6.4,3.96,3,5264.572743592091,3,3
95,2.48,4-Premium,2-I,2-SI2,63.0,62.0,8.62,8.58,5.42,1,17938.776277825353,3,1
96,1.02,5-Ideal,5-F,6-VVS2,61.1,56.3,6.48,6.52,3.97,4,5611.871560188913,4,5
97,0.4,5-Ideal,7-D,4-VS2,61.3,57.0,4.77,4.75,2.92,6,1470.1277209397758,4,3
98,0.7,5-Ideal,5-F,3-SI1,61.3,57.0,5.76,5.79,3.54,4,3011.8728752776196,4,2
99,1.01,2-Good,6-E,4-VS2,62.5,58.0,6.32,6.36,3.96,5,5904.9752482134945,1,3
100,1.13,3-Very Good,2-I,4-VS2,60.7,58.0,6.72,6.75,4.09,1,5751.278156484472,2,3
101,1.09,5-Ideal,2-I,4-VS2,61.9,56.0,6.62,6.67,4.09,1,5409.439197640885,4,3
102,0.7,3-Very Good,6-E,4-VS2,62.7,58.0,5.65,5.67,3.55,5,3357.6250361640823,2,3
103,1.0,4-Premium,5-F,3-SI1,60.8,59.0,6.44,6.38,3.9,4,5453.72485071241,3,2
104,1.52,5-Ideal,3-H,4-VS2,61.8,54.0,7.42,7.43,4.59,2,9338.710210612717,4,3
105,0.41,5-Ideal,4-G,6-VVS2,62.2,56.0,4.75,4.8,2.97,3,804.9055958094859,4,5
106,0.43,3-Very Good,1-J,4-VS2,60.9,59.0,4.86,4.9,2.97,0,150.61199748721083,2,3
107,0.31,3-Very Good,6-E,2-SI2,60.8,61.0,4.39,4.43,2.68,5,705.717851386004,2,1
108,0.33,5-Ideal,4-G,4-VS2,62.2,56.0,4.47,4.44,2.77,3,278.84838022752683,4,3
109,0.7,4-Premium,6-E,4-VS2,61.0,59.0,5.74,5.7,3.49,5,3303.4348604304514,3,3
110,0.33,5-Ideal,4-G,6-VVS2,62.5,54.0,4.41,4.45,2.77,3,340.450184367176,4,5
111,1.16,4-Premium,3-H,2-SI2,62.6,57.0,6.75,6.67,4.2,2,6232.388810113634,3,1
112,0.51,5-Ideal,6-E,4-VS2,61.8,57.0,5.15,5.14,3.18,5,1933.5520451918546,4,3
113,1.13,2-Good,4-G,1-I1,63.4,58.0,6.58,6.61,4.18,3,6339.749255520083,1,0
114,0.52,4-Premium,6-E,4-VS2,62.5,60.0,5.1,5.14,3.2,5,2080.7772342650087,3,3
115,0.23,3-Very Good,5-F,6-VVS2,61.4,56.0,3.94,3.97,2.43,4,104.48956918582371,2,5
116,0.5,1-Fair,5-F,3-SI1,64.7,60.0,4.99,4.84,3.18,4,1685.6247688035264,0,2
117,1.08,3-Very Good,7-D,5-VS1,60.5,58.0,6.53,6.63,3.98,6,6733.932563942679,2,4
118,0.3,4-Premium,4-G,5-VS1,62.2,59.0,4.31,4.28,2.67,3,146.40973854345475,3,4
119,0.48,5-Ideal,1-J,5-VS1,62.2,54.0,5.01,5.06,3.13,0,476.64530778440167,4,4
120,1.51,5-Ideal,1-J,5-VS1,61.6,58.0,7.35,7.43,4.55,0,8806.688577857305,4,4
121,1.03,4-Premium,5-F,2-SI2,62.4,59.0,6.45,6.38,4.0,4,5713.746877263721,3,1
122,0.31,3-Very Good,4-G,6-VVS2,63.4,59.0,4.29,4.26,2.71,3,250.0965153881666,2,5
123,0.4,5-Ideal,4-G,8-IF,62.3,55.0,4.74,4.76,2.96,3,706.8437377805676,4,7
124,1.03,5-Ideal,6-E,4-VS2,61.7,56.0,6.45,6.54,4.01,5,5989.169437419004,4,3
125,1.16,4-Premium,1-J,3-SI1,62.5,58.0,6.73,6.67,4.19,0,5742.005346069652,3,2
126,1.04,3-Very Good,1-J,2-SI2,62.8,57.0,6.44,6.5,4.06,0,4785.325881772108,2,1
127,0.71,4-Premium,6-E,4-VS2,61.5,60.0,5.76,5.68,3.52,5,3372.3035088492934,3,3
128,0.29,3-Very Good,3-H,6-VVS2,61.2,56.0,4.26,4.29,2.61,2,-135.77686151766102,2,5
129,1.09,5-Ideal,4-G,2-SI2,61.2,57.0,6.68,6.63,4.07,3,5869.887114220292,4,1
130,0.74,5-Ideal,5-F,5-VS1,62.3,56.0,5.76,5.79,3.6,4,3410.7901043291204,4,4
131,0.42,5-Ideal,7-D,4-VS2,62.4,55.0,4.82,4.8,3.0,6,1600.0943423418794,4,3
132,0.54,5-Ideal,2-I,3-SI1,62.0,55.0,5.21,5.25,3.24,1,1148.8518059989765,4,2
133,0.51,5-Ideal,6-E,4-VS2,62.6,55.0,5.08,5.11,3.19,5,1994.1724843801694,4,3
134,1.01,4-Premium,5-F,2-SI2,58.8,61.0,6.53,6.46,3.82,4,5524.946526263528,3,1
135,1.0,4-Premium,3-H,4-VS2,59.4,61.0,6.51,6.46,3.85,2,4905.696798918469,3,3
136,1.02,4-Premium,3-H,4-VS2,61.0,60.0,6.5,6.46,3.95,2,5078.100954049256,3,3
137,0.73,2-Good,6-E,5-VS1,60.8,61.0,5.77,5.8,3.52,5,3594.7640966272793,1,4
138,1.01,4-Premium,3-H,2-SI2,60.3,59.0,6.51,6.45,3.91,2,4980.158609568756,3,1
139,0.33,2-Good,7-D,3-SI1,63.1,55.0,4.38,4.4,2.77,6,1137.004613458871,1,2
140,1.22,5-Ideal,5-F,5-VS1,62.3,57.0,6.79,6.83,4.24,4,7355.7267126796005,4,4
141,0.31,5-Ideal,7-D,5-VS1,62.0,54.0,4.35,4.36,2.7,6,983.110654232923,4,4
142,1.07,4-Premium,4-G,3-SI1,60.5,62.0,6.69,6.6,4.02,3,5666.710310401691,3,2
143,1.01,3-Very Good,6-E,6-VVS2,60.2,60.0,6.46,6.5,3.9,5,5816.350234878931,2,5
144,0.23,3-Very Good,5-F,8-IF,59.5,58.0,4.0,4.03,2.39,4,74.07546114327033,2,7
145,0.35,3-Very Good,7-D,5-VS1,60.9,58.0,4.54,4.56,2.77,6,1214.7437890300153,2,4
146,0.55,5-Ideal,5-F,6-VVS2,60.7,56.0,5.31,5.34,3.23,4,1947.997768921059,4,5
147,0.9,5-Ideal,4-G,3-SI1,61.9,59.0,6.16,6.19,3.82,3,4415.153981704009,4,2
148,0.72,5-Ideal,4-G,7-VVS1,62.2,57.0,5.72,5.75,3.57,3,2987.8650854135603,4,6
149,0.83,3-Very Good,6-E,3-SI1,63.5,58.0,5.93,5.98,3.78,5,4399.027271003205,2,2
150,1.04,5-Ideal,3-H,3-SI1,61.9,57.0,6.49,6.46,4.01,2,5271.695622662373,4,2
151,0.71,3-Very Good,6-E,4-VS2,59.9,59.0,5.77,5.81,3.47,5,3407.328907787659,2,3
152,0.43,5-Ideal,5-F,3-SI1,61.3,56.0,4.9,4.86,2.99,4,1125.6662497953084,4,2
153,0.33,5-Ideal,6-E,4-VS2,61.3,55.0,4.46,4.48,2.74,5,826.2218511310457,4,3
154,1.72,1-Fair,7-D,2-SI2,64.6,58.0,7.53,7.46,4.84,6,12285.228614993357,0,1
155,1.13,5-Ideal,4-G,3-SI1,61.8,55.0,6.71,6.75,4.16,3,6239.962667902302,4,2
156,0.52,5-Ideal,7-D,3-SI1,62.4,56.0,5.12,5.17,3.21,6,2317.575719737496,4,2
157,0.3,3-Very Good,4-G,5-VS1,62.5,55.0,4.25,4.32,2.68,3,206.9984211474216,2,4
158,1.53,4-Premium,4-G,5-VS1,61.0,60.0,7.43,7.4,4.52,3,9727.025398397924,3,4
159,2.02,1-Fair,3-H,2-SI2,56.5,61.0,8.33,8.37,4.72,2,13875.242946440085,0,1
160,0.33,4-Premium,3-H,5-VS1,61.0,59.0,4.5,4.45,2.73,2,13.51075965108339,3,4
161,0.7,3-Very Good,4-G,1-I1,61.5,63.0,5.73,5.65,3.5,3,2785.286355721357,2,0
162,1.26,4-Premium,2-I,3-SI1,60.5,62.0,6.97,6.92,4.2,1,6866.344384138388,3,2
163,0.3,4-Premium,7-D,4-VS2,62.5,59.0,4.28,4.23,2.66,6,948.2617960057314,3,3
164,0.59,3-Very Good,3-H,5-VS1,62.1,55.0,5.37,5.41,3.35,2,1749.2138043563573,2,4
165,0.82,5-Ideal,6-E,3-SI1,62.1,55.0,5.98,6.0,3.72,5,4275.8489333023135,4,2
166,0.39,3-Very Good,4-G,6-VVS2,60.7,61.0,4.7,4.73,2.86,3,687.975521629196,2,5
167,0.31,5-Ideal,3-H,8-IF,62.1,54.0,4.33,4.37,2.7,2,-26.88124004946667,4,7
168,1.26,5-Ideal,2-I,2-SI2,62.0,56.0,7.0,6.94,4.32,1,6775.542363983994,4,1
169,1.51,3-Very Good,5-F,2-SI2,62.7,60.0,7.25,7.32,4.57,4,9912.150796338228,2,1
170,0.56,5-Ideal,4-G,5-VS1,60.6,56.0,5.33,5.36,3.24,3,1775.3048644545333,4,4
171,0.31,5-Ideal,4-G,7-VVS1,62.5,55.0,4.34,4.33,2.71,3,209.94900200736583,4,6
172,0.56,5-Ideal,3-H,6-VVS2,60.9,57.0,5.38,5.33,3.26,2,1452.4109194765042,4,5
173,0.96,4-Premium,6-E,2-SI2,58.2,58.0,6.52,6.47,3.78,5,5277.084884202591,3,1
174,0.52,3-Very Good,6-E,3-SI1,62.7,57.0,5.1,5.14,3.21,5,2075.4796058944266,2,2
175,1.02,3-Very Good,3-H,3-SI1,63.5,55.0,6.31,6.35,4.02,2,5215.857541843708,2,2
176,1.06,2-Good,2-I,5-VS1,57.5,62.0,6.71,6.83,3.9,1,5119.6571375531485,1,4
177,1.21,5-Ideal,3-H,3-SI1,62.1,59.0,6.81,6.75,4.21,2,6716.7216472018445,4,2
178,2.02,1-Fair,3-H,4-VS2,64.5,57.0,8.0,7.95,5.14,2,13923.714452757784,0,3
179,1.52,5-Ideal,4-G,4-VS2,62.1,56.0,7.39,7.34,4.57,3,9624.40824985292,4,3
180,2.03,3-Very Good,2-I,2-SI2,62.8,59.0,8.04,8.08,5.06,1,13794.352183622905,2,1
181,0.28,2-Good,5-F,6-VVS2,61.2,62.0,4.16,4.21,2.56,4,387.6385417606966,1,5
182,0.7,1-Fair,4-G,5-VS1,65.8,61.0,5.61,5.46,3.64,3,2804.331618968202,0,4
183,0.7,5-Ideal,4-G,7-VVS1,62.3,57.0,5.61,5.65,3.51,3,2900.3359977401415,4,6
184,2.32,1-Fair,3-H,1-I1,70.5,55.0,7.93,7.9,5.58,2,16983.953028683572,0,0
185,0.58,5-Ideal,1-J,4-VS2,60.9,57.0,5.38,5.4,3.28,0,1151.4253741748116,4,3
186,0.54,5-Ideal,7-D,5-VS1,61.6,54.0,5.24,5.25,3.23,6,2413.410043804198,4,4
187,1.2,3-Very Good,2-I,3-SI1,62.9,54.0,6.75,6.77,4.25,1,6393.0158715789885,2,2
188,0.52,3-Very Good,5-F,4-VS2,62.4,57.0,5.12,5.13,3.2,4,1801.4217015154181,2,3
189,1.57,4-Premium,5-F,2-SI2,60.2,60.0,7.49,7.43,4.49,4,10375.601639831279,3,1
190,0.7,4-Premium,2-I,1-I1,62.3,58.0,5.69,5.55,3.51,1,2290.083823884769,3,0
191,1.57,3-Very Good,3-H,3-SI1,62.0,60.0,7.4,7.44,4.6,2,9893.277378679075,2,2
192,1.02,3-Very Good,7-D,4-VS2,63.2,58.0,6.4,6.36,4.03,6,6153.205571251653,2,3
193,1.5,4-Premium,5-F,4-VS2,62.4,57.0,7.38,7.29,4.58,4,9664.516701725515,3,3
194,0.7,3-Very Good,6-E,5-VS1,62.7,60.0,5.59,5.64,3.52,5,3429.4070496356126,2,4
195,0.42,4-Premium,5-F,3-SI1,60.6,58.0,4.89,4.81,2.94,4,1047.3667363037512,3,2
196,2.01,4-Premium,3-H,3-SI1,60.0,60.0,8.16,8.13,4.89,2,13813.723426027169,3,2
197,0.31,4-Premium,4-G,5-VS1,62.2,58.0,4.38,4.34,2.71,3,171.26141415587745,3,4
198,0.44,5-Ideal,6-E,6-VVS2,61.9,56.0,4.91,4.88,3.03,5,1462.848370228945,4,5
199,0.7,5-Ideal,7-D,6-VVS2,61.7,55.0,5.73,5.75,3.54,6,3551.985987907884,4,5
200,1.2,4-Premium,1-J,3-SI1,60.0,61.0,6.89,6.84,4.12,0,6073.607588817335,3,2
201,1.05,5-Ideal,4-G,5-VS1,62.2,57.0,6.49,6.51,4.04,3,5628.488817500605,4,4
202,0.7,5-Ideal,5-F,1-I1,62.1,57.0,5.67,5.64,3.52,4,3091.3060506363054,4,0
203,0.53,4-Premium,5-F,3-SI1,60.9,59.0,5.21,5.23,3.18,4,1843.7139447329764,3,2
204,1.09,4-Premium,3-H,2-SI2,61.2,62.0,6.63,6.58,4.04,2,5670.914365196377,3,1
205,0.92,4-Premium,6-E,2-SI2,61.8,59.0,6.19,6.11,3.8,5,5115.327539738383,3,1
206,0.71,4-Premium,5-F,4-VS2,58.0,62.0,5.85,5.81,3.38,4,3116.906564123591,3,3
207,0.57,2-Good,5-F,2-SI2,61.9,57.7,5.32,5.34,3.3,4,2116.2369307653644,1,1
208,0.71,3-Very Good,4-G,4-VS2,63.5,59.0,5.67,5.63,3.59,3,2902.600747509615,2,3
209,0.89,4-Premium,4-G,3-SI1,61.1,58.0,6.24,6.17,3.79,3,4240.28326551416,3,2
210,1.06,5-Ideal,4-G,3-SI1,62.9,56.0,6.52,6.49,4.09,3,5676.733269979169,4,2
211,0.86,4-Premium,3-H,2-SI2,61.0,58.0,6.15,6.12,3.74,2,3768.994280571621,3,1
212,1.1,4-Premium,4-G,4-VS2,60.2,58.0,6.75,6.71,4.05,3,5929.380897946144,3,3
213,0.7,5-Ideal,6-E,3-SI1,62.5,57.0,5.7,5.72,3.57,5,3304.025928152183,4,2
214,1.04,4-Premium,4-G,5-VS1,61.5,61.0,6.56,6.51,4.02,3,5461.205750029225,3,4
215,0.93,4-Premium,6-E,1-I1,62.3,60.0,6.23,6.2,3.87,5,5158.657654671305,3,0
216,1.1,4-Premium,5-F,1-I1,59.8,61.0,6.7,6.65,3.99,4,6260.611835901799,3,0
217,2.12,4-Premium,3-H,2-SI2,62.3,58.0,8.25,8.16,5.12,2,14790.335275552887,3,1
218,0.33,5-Ideal,5-F,7-VVS1,62.4,55.0,4.44,4.47,2.78,4,565.7915616955825,4,6
219,0.9,1-Fair,2-I,4-VS2,65.8,55.0,6.05,6.01,3.97,1,3904.561875513333,0,3
220,0.71,5-Ideal,6-E,5-VS1,62.0,57.0,5.72,5.66,3.53,5,3404.2652993852316,4,4
221,1.75,5-Ideal,4-G,4-VS2,62.1,57.0,7.73,7.69,4.79,3,11693.404651835288,4,3
222,0.81,5-Ideal,3-H,3-SI1,61.4,56.0,6.0,6.05,3.7,2,3392.24295033215,4,2
223,0.75,2-Good,2-I,7-VVS1,63.9,61.0,5.7,5.67,3.63,1,2772.0001206720126,1,6
224,0.4,5-Ideal,4-G,4-VS2,62.6,56.0,4.69,4.74,2.95,3,759.4297242567845,4,3
225,0.34,5-Ideal,4-G,4-VS2,62.1,55.0,4.49,4.46,2.78,3,364.02496116739803,4,3
226,0.35,4-Premium,5-F,4-VS2,61.8,58.0,4.48,4.52,2.78,4,748.1681492614566,3,3
227,1.29,3-Very Good,2-I,4-VS2,62.8,58.0,6.89,6.93,4.34,1,7196.86451894436,2,3
228,1.7,4-Premium,4-G,3-SI1,61.7,58.0,7.69,7.6,4.72,3,11219.371537627376,3,2
229,1.01,4-Premium,5-F,3-SI1,62.7,54.0,6.42,6.37,4.01,4,5521.756397908018,3,2
230,0.47,2-Good,7-D,3-SI1,63.8,59.0,4.9,4.88,3.12,6,2006.0953889554585,1,2
231,0.71,4-Premium,6-E,3-SI1,59.2,59.0,5.86,5.83,3.46,5,3325.2224212561496,3,2
232,1.01,5-Ideal,4-G,5-VS1,61.3,56.0,6.49,6.44,3.96,3,5230.169662575502,4,4
233,0.92,2-Good,1-J,2-SI2,59.0,63.0,6.3,6.35,3.73,0,3787.021234789431,1,1
234,0.31,5-Ideal,5-F,7-VVS1,61.6,55.0,4.36,4.41,2.7,4,464.48358894585044,4,6
235,0.3,5-Ideal,4-G,7-VVS1,61.3,56.0,4.3,4.34,2.65,3,175.60294815353382,4,6
236,0.7,3-Very Good,4-G,3-SI1,62.1,58.0,5.66,5.7,3.53,3,2846.736889728242,2,2
237,1.01,4-Premium,3-H,8-IF,62.1,59.0,6.47,6.41,4.0,2,4966.883035250105,3,7
238,1.5,3-Very Good,3-H,2-SI2,62.5,60.0,7.25,7.32,4.55,2,9299.331332447851,2,1
239,0.9,3-Very Good,7-D,5-VS1,62.2,58.0,6.14,6.18,3.83,6,5202.094519005875,2,4
240,0.23,2-Good,5-F,6-VVS2,62.8,61.0,3.92,3.95,2.47,4,100.50059621178934,1,5
241,0.25,2-Good,6-E,6-VVS2,58.0,65.0,4.13,4.18,2.41,5,427.7475140320212,1,5
242,0.35,5-Ideal,5-F,6-VVS2,62.1,56.0,4.56,4.52,2.82,4,646.7461221862172,4,5
243,0.73,3-Very Good,7-D,2-SI2,60.4,59.0,5.8,5.86,3.52,6,3831.115778106134,2,1
