,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted,cut_n,clarity_n
54,0.7,5-Ideal,6-E,4-VS2,62.6,57.0,5.63,5.68,3.54,5,3293.7989088215095,4,3
55,1.35,5-Ideal,3-H,7-VVS1,61.9,57.0,7.06,7.09,4.38,2,8480.172226366612,4,6
56,0.23,2-Good,5-F,4-VS2,63.8,57.0,3.93,3.84,2.48,4,-503.5782342960365,1,3
57,0.9,3-Very Good,5-F,1-I1,61.9,59.0,6.16,6.18,3.82,4,4288.228185731852,2,0
58,1.03,5-Ideal,7-D,3-SI1,61.3,56.0,6.48,6.54,3.99,6,5813.953257641497,4,2
59,1.02,2-Good,6-E,2-SI2,62.8,64.0,6.36,6.32,3.98,5,5035.299257331129,1,1
60,0.55,5-Ideal,3-H,6-VVS2,61.7,57.0,5.28,5.26,3.25,2,2140.2472072046444,4,5
61,0.34,5-Ideal,6-E,8-IF,61.7,56.0,4.46,4.48,2.76,5,858.6692880397372,4,7
62,0.71,4-Premium,7-D,6-VVS2,60.0,58.0,5.92,5.84,3.53,6,2878.0794358108146,3,5
63,0.55,2-Good,4-G,3-SI1,63.6,61.0,5.22,5.16,3.3,3,1398.9804778144367,1,2
64,0.54,5-Ideal,4-G,4-VS2,61.5,55.0,5.24,5.27,3.23,3,2085.0522872689094,4,3
65,1.23,5-Ideal,3-H,8-IF,61.3,57.0,6.87,6.92,4.23,2,7459.190159250504,4,7
66,0.27,4-Premium,6-E,7-VVS1,60.6,58.0,4.18,4.2,2.54,5,200.19357047633594,3,6
67,0.53,5-Ideal,7-D,4-VS2,61.4,56.0,5.18,5.21,3.19,6,2048.023221598362,4,3
68,1.25,5-Ideal,4-G,2-SI2,61.1,55.0,6.95,6.99,4.26,3,7585.001932845433,4,1
69,0.34,5-Ideal,6-E,6-VVS2,62.3,57.0,4.48,4.44,2.78,5,826.202483788642,4,5
70,0.36,4-Premium,2-I,4-VS2,62.7,59.0,4.54,4.58,2.86,1,705.9557184569662,3,3
71,0.34,5-Ideal,4-G,3-SI1,61.2,57.0,4.56,4.53,2.78,3,758.6066775412551,4,2
72,1.12,2-Good,6-E,3-SI1,64.3,57.0,6.56,6.5,4.2,5,5814.450020681365,1,2
73,0.3,5-Ideal,3-H,5-VS1,61.6,55.0,4.27,4.3,2.64,2,653.9085529897529,4,4
74,0.36,5-Ideal,7-D,3-SI1,62.0,56.0,4.61,4.55,2.84,6,896.4907687533373,4,2
75,0.71,5-Ideal,5-F,7-VVS1,61.1,54.0,5.78,5.84,3.55,4,3265.783651055243,4,6
76,0.32,4-Premium,4-G,4-VS2,62.6,60.0,4.33,4.36,2.72,3,523.2610967592327,3,3
77,0.5,4-Premium,6-E,4-VS2,61.3,60.0,5.11,5.07,3.12,5,1558.1202783715858,3,3
78,0.51,3-Very Good,6-E,3-SI1,63.3,59.0,5.09,5.05,3.21,5,1389.0619473116371,2,2
79,0.58,5-Ideal,1-J,5-VS1,61.9,58.0,5.31,5.35,3.3,0,2414.3628162695345,4,4
80,0.3,5-Ideal,5-F,8-IF,62.5,54.0,4.31,4.33,2.7,4,595.8335815489481,4,7
81,0.39,5-Ideal,4-G,7-VVS1,62.3,57.0,4.7,4.64,2.91,3,1103.691627262263,4,6
82,0.31,5-Ideal,5-F,4-VS2,61.8,56.0,4.37,4.33,2.69,4,643.6679113566793,4,3
83,0.9,3-Very Good,3-H,5-VS1,60.5,63.0,6.13,6.16,3.72,2,4352.5757964454915,2,4
84,0.81,4-Premium,4-G,2-SI2,61.7,57.0,5.99,5.94,3.68,3,3801.734551699498,3,1
85,0.7,4-Premium,6-E,2-SI2,61.1,61.0,5.74,5.69,3.49,5,2948.2944681419463,3,1
86,0.38,3-Very Good,1-J,4-VS2,60.5,60.0,4.64,4.68,2.82,0,585.5141934687294,2,3
87,0.71,3-Very Good,4-G,3-SI1,60.0,59.0,5.76,5.8,3.47,3,2797.4216891232177,2,2
88,0.71,3-Very Good,7-D,4-VS2,63.1,58.0,5.67,5.7,3.59,6,2828.975604399668,2,3
89,0.9,3-Very Good,3-H,5-VS1,62.1,59.0,6.09,6.14,3.8,2,4359.8546637769705,2,4
90,0.74,3-Very Good,5-F,2-SI2,63.2,58.0,5.75,5.71,3.62,4,3050.5724707973736,2,1
91,1.5,4-Premium,3-H,4-VS2,62.4,59.0,7.32,7.29,4.56,2,9478.885898514782,3,3
92,1.5,3-Very Good,5-F,3-SI1,63.0,55.0,7.27,7.31,4.59,4,9263.505459516648,2,2
93,0.42,5-Ideal,5-F,5-VS1,61.0,57.0,4.87,4.84,2.96,4,1253.3391651730358,4,4
94,1.01,4-Premium,4-G,4-VS2,61.6,58.0,6.45,6.4,3.96,3,5373.103007788284,3,3
95,2.48,4-Premium,2-I,2-SI2,63.0,62.0,8.62,8.58,5.42,1,18189.397977226527,3,1
96,1.02,5-Ideal,5-F,6-VVS2,61.1,56.3,6.48,6.52,3.97,4,5715.209786864401,4,5
97,0.4,5-Ideal,7-D,4-VS2,61.3,57.0,4.77,4.75,2.92,6,1148.4725211928057,4,3
98,0.7,5-Ideal,5-F,3-SI1,61.3,57.0,5.76,5.79,3.54,4,3179.242910605966,4,2
99,1.01,2-Good,6-E,4-VS2,62.5,58.0,6.32,6.36,3.96,5,4984.004596482462,1,3
100,1.13,3-Very Good,2-I,4-VS2,60.7,58.0,6.72,6.75,4.09,1,6089.254851813801,2,3
101,1.09,5-Ideal,2-I,4-VS2,61.9,56.0,6.62,6.67,4.09,1,6276.387460450913,4,3
102,0.7,3-Very Good,6-E,4-VS2,62.7,58.0,5.65,5.67,3.55,5,2756.1985060618913,2,3
103,1.0,4-Premium,5-F,3-SI1,60.8,59.0,6.44,6.38,3.9,4,5299.156235798815,3,2
104,1.52,5-Ideal,3-H,4-VS2,61.8,54.0,7.42,7.43,4.59,2,9850.35163779798,4,3
105,0.41,5-Ideal,4-G,6-VVS2,62.2,56.0,4.75,4.8,2.97,3,1259.7769275473215,4,5
106,0.43,3-Very Good,1-J,4-VS2,60.9,59.0,4.86,4.9,2.97,0,858.1611967425338,2,3
107,0.31,3-Very Good,6-E,2-SI2,60.8,61.0,4.39,4.43,2.68,5,127.81077150749798,2,1
108,0.33,5-Ideal,4-G,4-VS2,62.2,56.0,4.47,4.44,2.77,3,736.2501022125707,4,3
109,0.7,4-Premium,6-E,4-VS2,61.0,59.0,5.74,5.7,3.49,5,2949.594554504302,3,3
110,0.33,5-Ideal,4-G,6-VVS2,62.5,54.0,4.41,4.45,2.77,3,797.0226262063657,4,5
111,1.16,4-Premium,3-H,2-SI2,62.6,57.0,6.75,6.67,4.2,2,6575.319560973998,3,1
112,0.51,5-Ideal,6-E,4-VS2,61.8,57.0,5.15,5.14,3.18,5,1865.2087703860375,4,3
113,1.13,2-Good,4-G,1-I1,63.4,58.0,6.58,6.61,4.18,3,5919.95474869156,1,0
114,0.52,4-Premium,6-E,4-VS2,62.5,60.0,5.1,5.14,3.2,5,1754.5349261023625,3,3
115,0.23,3-Very Good,5-F,6-VVS2,61.4,56.0,3.94,3.97,2.43,4,-221.60589518374763,2,5
116,0.5,1-Fair,5-F,3-SI1,64.7,60.0,4.99,4.84,3.18,4,855.7037074399336,0,2
117,1.08,3-Very Good,7-D,5-VS1,60.5,58.0,6.53,6.63,3.98,6,5784.987867498781,2,4
118,0.3,4-Premium,4-G,5-VS1,62.2,59.0,4.31,4.28,2.67,3,344.1191120950334,3,4
119,0.48,5-Ideal,1-J,5-VS1,62.2,54.0,5.01,5.06,3.13,0,1701.4260500078112,4,4
120,1.51,5-Ideal,1-J,5-VS1,61.6,58.0,7.35,7.43,4.55,0,9831.035163240136,4,4
121,1.03,4-Premium,5-F,2-SI2,62.4,59.0,6.45,6.38,4.0,4,5562.789431168339,3,1
122,0.31,3-Very Good,4-G,6-VVS2,63.4,59.0,4.29,4.26,2.71,3,193.66656334639856,2,5
123,0.4,5-Ideal,4-G,8-IF,62.3,55.0,4.74,4.76,2.96,3,1164.6242005218287,4,7
124,1.03,5-Ideal,6-E,4-VS2,61.7,56.0,6.45,6.54,4.01,5,5836.247163532691,4,3
125,1.16,4-Premium,1-J,3-SI1,62.5,58.0,6.73,6.67,4.19,0,6598.864863313407,3,2
126,1.04,3-Very Good,1-J,2-SI2,62.8,57.0,6.44,6.5,4.06,0,5413.183705629583,2,1
127,0.71,4-Premium,6-E,4-VS2,61.5,60.0,5.76,5.68,3.52,5,3019.5923774925636,3,3
128,0.29,3-Very Good,3-H,6-VVS2,61.2,56.0,4.26,4.29,2.61,2,57.343383917998835,2,5
129,1.09,5-Ideal,4-G,2-SI2,61.2,57.0,6.68,6.63,4.07,3,6219.156990294576,4,1
130,0.74,5-Ideal,5-F,5-VS1,62.3,56.0,5.76,5.79,3.6,4,3571.258415740023,4,4
131,0.42,5-Ideal,7-D,4-VS2,62.4,55.0,4.82,4.8,3.0,6,1282.8145585674288,4,3
132,0.54,5-Ideal,2-I,3-SI1,62.0,55.0,5.21,5.25,3.24,1,2108.4671768976564,4,2
133,0.51,5-Ideal,6-E,4-VS2,62.6,55.0,5.08,5.11,3.19,5,1926.9718654067224,4,3
134,1.01,4-Premium,5-F,2-SI2,58.8,61.0,6.53,6.46,3.82,4,5353.703132925511,3,1
135,1.0,4-Premium,3-H,4-VS2,59.4,61.0,6.51,6.46,3.85,2,5258.778198438962,3,3
136,1.02,4-Premium,3-H,4-VS2,61.0,60.0,6.5,6.46,3.95,2,5438.649928708721,3,3
137,0.73,2-Good,6-E,5-VS1,60.8,61.0,5.77,5.8,3.52,5,2719.6975487982213,1,4
138,1.01,4-Premium,3-H,2-SI2,60.3,59.0,6.51,6.45,3.91,2,5338.736784279936,3,1
139,0.33,2-Good,7-D,3-SI1,63.1,55.0,4.38,4.4,2.77,6,51.125892123529866,1,2
140,1.22,5-Ideal,5-F,5-VS1,62.3,57.0,6.79,6.83,4.24,4,7419.47919805872,4,4
141,0.31,5-Ideal,7-D,5-VS1,62.0,54.0,4.35,4.36,2.7,6,663.6711598586298,4,4
142,1.07,4-Premium,4-G,3-SI1,60.5,62.0,6.69,6.6,4.02,3,5760.4017115975075,3,2
143,1.01,3-Very Good,6-E,6-VVS2,60.2,60.0,6.46,6.5,3.9,5,5142.141230217916,2,5
144,0.23,3-Very Good,5-F,8-IF,59.5,58.0,4.0,4.03,2.39,4,-258.39318879200255,2,7
145,0.35,3-Very Good,7-D,5-VS1,60.9,58.0,4.54,4.56,2.77,6,376.8828358867863,2,4
146,0.55,5-Ideal,5-F,6-VVS2,60.7,56.0,5.31,5.34,3.23,4,2128.353992212295,4,5
147,0.9,5-Ideal,4-G,3-SI1,61.9,59.0,6.16,6.19,3.82,3,4802.283286152062,4,2
148,0.72,5-Ideal,4-G,7-VVS1,62.2,57.0,5.72,5.75,3.57,3,3409.6986094778663,4,6
149,0.83,3-Very Good,6-E,3-SI1,63.5,58.0,5.93,5.98,3.78,5,3779.9894850826217,2,2
150,1.04,5-Ideal,3-H,3-SI1,61.9,57.0,6.49,6.46,4.01,2,5889.783791856462,4,2
151,0.71,3-Very Good,6-E,4-VS2,59.9,59.0,5.77,5.81,3.47,5,2788.809702547,2,3
152,0.43,5-Ideal,5-F,3-SI1,61.3,56.0,4.9,4.86,2.99,4,1318.625260672146,4,2
153,0.33,5-Ideal,6-E,4-VS2,61.3,55.0,4.46,4.48,2.74,5,762.5259899873549,4,3
154,1.72,1-Fair,7-D,2-SI2,64.6,58.0,7.53,7.46,4.84,6,10698.39237442663,0,1
155,1.13,5-Ideal,4-G,3-SI1,61.8,55.0,6.71,6.75,4.16,3,6585.873843574387,4,2
156,0.52,5-Ideal,7-D,3-SI1,62.4,56.0,5.12,5.17,3.21,6,1991.2673898789449,4,2
157,0.3,3-Very Good,4-G,5-VS1,62.5,55.0,4.25,4.32,2.68,3,148.6932316847051,2,4
158,1.53,4-Premium,4-G,5-VS1,61.0,60.0,7.43,7.4,4.52,3,9709.795504956164,3,4
159,2.02,1-Fair,3-H,2-SI2,56.5,61.0,8.33,8.37,4.72,2,13175.956605169524,0,1
160,0.33,4-Premium,3-H,5-VS1,61.0,59.0,4.5,4.45,2.73,2,466.3210885793319,3,4
161,0.7,3-Very Good,4-G,1-I1,61.5,63.0,5.73,5.65,3.5,3,2692.907532139908,2,0
162,1.26,4-Premium,2-I,3-SI1,60.5,62.0,6.97,6.92,4.2,1,7425.612225153358,3,2
163,0.3,4-Premium,7-D,4-VS2,62.5,59.0,4.28,4.23,2.66,6,371.0760555612387,3,3
164,0.59,3-Very Good,3-H,5-VS1,62.1,55.0,5.37,5.41,3.35,2,1934.9157114199675,2,4
165,0.82,5-Ideal,6-E,3-SI1,62.1,55.0,5.98,6.0,3.72,5,4164.525634968986,4,2
166,0.39,3-Very Good,4-G,6-VVS2,60.7,61.0,4.7,4.73,2.86,3,621.2431727769244,2,5
167,0.31,5-Ideal,3-H,8-IF,62.1,54.0,4.33,4.37,2.7,2,684.7953920981317,4,7
168,1.26,5-Ideal,2-I,2-SI2,62.0,56.0,7.0,6.94,4.32,1,7610.199808544119,4,1
169,1.51,3-Very Good,5-F,2-SI2,62.7,60.0,7.25,7.32,4.57,4,9395.657615657581,2,1
170,0.56,5-Ideal,4-G,5-VS1,60.6,56.0,5.33,5.36,3.24,3,2210.9944735745044,4,4
171,0.31,5-Ideal,4-G,7-VVS1,62.5,55.0,4.34,4.33,2.71,3,665.9618172478736,4,6
172,0.56,5-Ideal,3-H,6-VVS2,60.9,57.0,5.38,5.33,3.26,2,2150.0915368700457,4,5
173,0.96,4-Premium,6-E,2-SI2,58.2,58.0,6.52,6.47,3.78,5,4861.871863190949,3,1
174,0.52,3-Very Good,6-E,3-SI1,62.7,57.0,5.1,5.14,3.21,5,1494.4362626111729,2,2
175,1.02,3-Very Good,3-H,3-SI1,63.5,55.0,6.31,6.35,4.02,2,5330.252762290938,2,2
176,1.06,2-Good,2-I,5-VS1,57.5,62.0,6.71,6.83,3.9,1,5198.7928045669305,1,4
177,1.21,5-Ideal,3-H,3-SI1,62.1,59.0,6.81,6.75,4.21,2,7296.832219692611,4,2
178,2.02,1-Fair,3-H,4-VS2,64.5,57.0,8.0,7.95,5.14,2,13292.16281350847,0,3
179,1.52,5-Ideal,4-G,4-VS2,62.1,56.0,7.39,7.34,4.57,3,9875.829392277028,4,3
180,2.03,3-Very Good,2-I,2-SI2,62.8,59.0,8.04,8.08,5.06,1,13915.525521197666,2,1
181,0.28,2-Good,5-F,6-VVS2,61.2,62.0,4.16,4.21,2.56,4,-195.29391328963266,1,5
182,0.7,1-Fair,4-G,5-VS1,65.8,61.0,5.61,5.46,3.64,3,2222.2995619885,0,4
183,0.7,5-Ideal,4-G,7-VVS1,62.3,57.0,5.61,5.65,3.51,3,3320.886264998378,4,6
184,2.32,1-Fair,3-H,1-I1,70.5,55.0,7.93,7.9,5.58,2,16298.884337234394,0,0
185,0.58,5-Ideal,1-J,4-VS2,60.9,57.0,5.38,5.4,3.28,0,2358.921050435825,4,3
186,0.54,5-Ideal,7-D,5-VS1,61.6,54.0,5.24,5.25,3.23,6,2082.452114544199,4,4
187,1.2,3-Very Good,2-I,3-SI1,62.9,54.0,6.75,6.77,4.25,1,6727.679579164946,2,2
188,0.52,3-Very Good,5-F,4-VS2,62.4,57.0,5.12,5.13,3.2,4,1477.033186833933,2,3
189,1.57,4-Premium,5-F,2-SI2,60.2,60.0,7.49,7.43,4.49,4,10079.729239706212,3,1
190,0.7,4-Premium,2-I,1-I1,62.3,58.0,5.69,5.55,3.51,1,2972.21131083731,3,0
191,1.57,3-Very Good,3-H,3-SI1,62.0,60.0,7.4,7.44,4.6,2,9872.92775440191,2,2
192,1.02,3-Very Good,7-D,4-VS2,63.2,58.0,6.4,6.36,4.03,6,5238.623035743871,2,3
193,1.5,4-Premium,5-F,4-VS2,62.4,57.0,7.38,7.29,4.58,4,9411.971147958815,3,3
194,0.7,3-Very Good,6-E,5-VS1,62.7,60.0,5.59,5.64,3.52,5,2822.934153993054,2,4
195,0.42,4-Premium,5-F,3-SI1,60.6,58.0,4.89,4.81,2.94,4,980.6795661044221,3,2
196,2.01,4-Premium,3-H,3-SI1,60.0,60.0,8.16,8.13,4.89,2,13915.547022680137,3,2
197,0.31,4-Premium,4-G,5-VS1,62.2,58.0,4.38,4.34,2.71,3,371.23610482700906,3,4
198,0.44,5-Ideal,6-E,6-VVS2,61.9,56.0,4.91,4.88,3.03,5,1400.0143455861403,4,5
199,0.7,5-Ideal,7-D,6-VVS2,61.7,55.0,5.73,5.75,3.54,6,3203.7787839722637,4,5
200,1.2,4-Premium,1-J,3-SI1,60.0,61.0,6.89,6.84,4.12,0,6902.763703599752,3,2
201,1.05,5-Ideal,4-G,5-VS1,62.2,57.0,6.49,6.51,4.04,3,5988.706365258358,4,4
202,0.7,5-Ideal,5-F,1-I1,62.1,57.0,5.67,5.64,3.52,4,3256.3925845423196,4,0
203,0.53,4-Premium,5-F,3-SI1,60.9,59.0,5.21,5.23,3.18,4,1768.2308249406892,3,2
204,1.09,4-Premium,3-H,2-SI2,61.2,62.0,6.63,6.58,4.04,2,6017.0028855335295,3,1
205,0.92,4-Premium,6-E,2-SI2,61.8,59.0,6.19,6.11,3.8,5,4720.382404286913,3,1
206,0.71,4-Premium,5-F,4-VS2,58.0,62.0,5.85,5.81,3.38,4,2999.381034227706,3,3
207,0.57,2-Good,5-F,2-SI2,61.9,57.7,5.32,5.34,3.3,4,1530.4325249049166,1,1
208,0.71,3-Very Good,4-G,4-VS2,63.5,59.0,5.67,5.63,3.59,3,2819.8749998631797,2,3
209,0.89,4-Premium,4-G,3-SI1,61.1,58.0,6.24,6.17,3.79,3,4371.586881299716,3,2
210,1.06,5-Ideal,4-G,3-SI1,62.9,56.0,6.52,6.49,4.09,3,6041.349802383522,4,2
211,0.86,4-Premium,3-H,2-SI2,61.0,58.0,6.15,6.12,3.74,2,4162.144055315688,3,1
212,1.1,4-Premium,4-G,4-VS2,60.2,58.0,6.75,6.71,4.05,3,6014.8235874959155,3,3
213,0.7,5-Ideal,6-E,3-SI1,62.5,57.0,5.7,5.72,3.57,5,3218.451274314129,4,2
214,1.04,4-Premium,4-G,5-VS1,61.5,61.0,6.56,6.51,4.02,3,5566.8010496070365,3,4
215,0.93,4-Premium,6-E,1-I1,62.3,60.0,6.23,6.2,3.87,5,4769.972405534887,3,0
216,1.1,4-Premium,5-F,1-I1,59.8,61.0,6.7,6.65,3.99,4,6078.910372788227,3,0
217,2.12,4-Premium,3-H,2-SI2,62.3,58.0,8.25,8.16,5.12,2,14884.093747433993,3,1
218,0.33,5-Ideal,5-F,7-VVS1,62.4,55.0,4.44,4.47,2.78,4,766.1654236530935,4,6
219,0.9,1-Fair,2-I,4-VS2,65.8,55.0,6.05,6.01,3.97,1,3806.5871589043186,0,3
220,0.71,5-Ideal,6-E,5-VS1,62.0,57.0,5.72,5.66,3.53,5,3309.2968470888095,4,4
221,1.75,5-Ideal,4-G,4-VS2,62.1,57.0,7.73,7.69,4.79,3,11884.925545347085,4,3
222,0.81,5-Ideal,3-H,3-SI1,61.4,56.0,6.0,6.05,3.7,2,4055.058622851237,4,2
223,0.75,2-Good,2-I,7-VVS1,63.9,61.0,5.7,5.67,3.63,1,2938.4194375265383,1,6
224,0.4,5-Ideal,4-G,4-VS2,62.6,56.0,4.69,4.74,2.95,3,1215.3055489522471,4,3
225,0.34,5-Ideal,4-G,4-VS2,62.1,55.0,4.49,4.46,2.78,3,818.8905835747796,4,3
226,0.35,4-Premium,5-F,4-VS2,61.8,58.0,4.48,4.52,2.78,4,683.8112786354682,3,3
227,1.29,3-Very Good,2-I,4-VS2,62.8,58.0,6.89,6.93,4.34,1,7508.4920304544175,2,3
228,1.7,4-Premium,4-G,3-SI1,61.7,58.0,7.69,7.6,4.72,3,11164.615593162553,3,2
229,1.01,4-Premium,5-F,3-SI1,62.7,54.0,6.42,6.37,4.01,4,5380.3331852056235,3,2
230,0.47,2-Good,7-D,3-SI1,63.8,59.0,4.9,4.88,3.12,6,918.0603222082932,1,2
231,0.71,4-Premium,6-E,3-SI1,59.2,59.0,5.86,5.83,3.46,5,2962.29988231574,3,2
232,1.01,5-Ideal,4-G,5-VS1,61.3,56.0,6.49,6.44,3.96,3,5595.032568512339,4,4
233,0.92,2-Good,1-J,2-SI2,59.0,63.0,6.3,6.35,3.73,0,4155.844755837126,1,1
234,0.31,5-Ideal,5-F,7-VVS1,61.6,55.0,4.36,4.41,2.7,4,660.2595187318334,4,6
235,0.3,5-Ideal,4-G,7-VVS1,61.3,56.0,4.3,4.34,2.65,3,625.651523161192,4,6
236,0.7,3-Very Good,4-G,3-SI1,62.1,58.0,5.66,5.7,3.53,3,2757.62900513491,2,2
237,1.01,4-Premium,3-H,8-IF,62.1,59.0,6.47,6.41,4.0,2,5339.694322424442,3,7
238,1.5,3-Very Good,3-H,2-SI2,62.5,60.0,7.25,7.32,4.55,2,9299.514317605199,2,1
239,0.9,3-Very Good,7-D,5-VS1,62.2,58.0,6.14,6.18,3.83,6,4304.331175146735,2,4
240,0.23,2-Good,5-F,6-VVS2,62.8,61.0,3.92,3.95,2.47,4,-475.64405490928993,1,5
241,0.25,2-Good,6-E,6-VVS2,58.0,65.0,4.13,4.18,2.41,5,-424.39743955775884,1,5
242,0.35,5-Ideal,5-F,6-VVS2,62.1,56.0,4.56,4.52,2.82,4,846.0075763067557,4,5
243,0.73,3-Very Good,7-D,2-SI2,60.4,59.0,5.8,5.86,3.52,6,2954.1393551855604,2,1
